dataset,id,group,exact,rows,bytes,hits,like_re2,rich_re2,literal_re2,chain_re2,joint_like_re2,joint_rich_re2,like_atoms,like_offered_bytes,literal_atoms,literal_offered_bytes,chain_atoms,chain_offered_bytes,trained_atoms,trained_offered_bytes,warm_rows,warm_atoms,source_warm_atoms,tail_source_atoms,tail_trained_atoms,cascade_atoms,cascade_offered_bytes,reverse_atoms,reverse_offered_bytes,chain_nodes,chain_leaves,chain_tokens,chain_literal_bytes,chain_relaxations,literal_nodes,literal_leaves,literal_relaxations,like_branches,like_tokens,like_literal_bytes,chain_cache_hits,chain_node_visits,baseline_fallback,chain_fallback,literal_fallback,ordered_re2,ordered_joint_like_re2,ordered_joint_rich_re2,position_atoms,position_visits,position_node_visits,position_cache_hits,position_peak_buffer_bytes,position_peak_memo_entries,ordered_nodes,ordered_leaves,ordered_relaxations,ordered_cascade_atoms,ordered_cascade_offered_bytes
uap,user_agent_parsers:215,user_agent_parsers,1,18213,1919759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,7,0,1,1,0,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,user_agent_parsers:216,user_agent_parsers,1,18213,1919759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,7,0,1,1,0,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,user_agent_parsers:217,user_agent_parsers,1,18213,1919759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,13,0,1,1,0,1,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,user_agent_parsers:218,user_agent_parsers,0,18213,1919759,1,1,1,1,1,1,1,18213,1919759,18215,1920035,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919897,18214,1919897,1,1,13,13,0,4,3,0,1,14,13,0,18213,0,0,0,1,1,1,1,1668,1,0,278,1,1,1,0,18214,1919897
uap,user_agent_parsers:219,user_agent_parsers,0,18213,1919759,1,1,1,1,1,1,1,18213,1919759,18215,1920011,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919885,18214,1919885,1,1,10,7,0,4,3,0,1,11,7,0,18213,0,0,0,1,1,1,1,1143,1,0,254,1,1,1,0,18214,1919885
uap,user_agent_parsers:220,user_agent_parsers,0,18213,1919759,1,1,1,1,1,1,1,18213,1919759,18215,1920027,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919893,18214,1919893,1,1,10,18,0,4,3,0,1,11,18,0,18213,0,0,0,1,1,1,1,1215,1,0,270,1,1,1,0,18214,1919893
uap,user_agent_parsers:221,user_agent_parsers,1,18213,1919759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,0,1,1,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,user_agent_parsers:222,user_agent_parsers,1,18213,1919759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,10,0,1,1,0,1,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,user_agent_parsers:223,user_agent_parsers,0,18213,1919759,1,1,1,1,1,1,1,18213,1919759,18215,1920019,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919889,18214,1919889,1,1,10,6,0,4,3,0,1,11,6,0,18213,0,0,0,1,1,1,1,1179,1,0,262,1,1,1,0,18214,1919889
uap,user_agent_parsers:224,user_agent_parsers,0,18213,1919759,1,1,1,1,1,1,1,18213,1919759,18215,1920003,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919881,18214,1919881,1,1,13,15,0,4,3,0,1,14,15,0,18213,0,0,0,1,1,1,1,1476,1,0,246,1,1,1,0,18214,1919881
uap,user_agent_parsers:225,user_agent_parsers,0,18213,1919759,1,1,1,1,1,1,1,18213,1919759,18215,1919987,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919873,18214,1919873,1,1,10,7,0,4,3,0,1,11,7,0,18213,0,0,0,1,1,1,1,1035,1,0,230,1,1,1,0,18214,1919873
uap,user_agent_parsers:226,user_agent_parsers,0,18213,1919759,1,1,1,1,1,1,1,18213,1919759,18215,1919927,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919843,18214,1919843,1,1,10,9,0,4,3,0,1,11,9,0,18213,0,0,0,1,1,1,1,765,1,0,170,1,1,1,0,18214,1919843
uap,user_agent_parsers:227,user_agent_parsers,0,18213,1919759,1,1,1,1,1,1,1,18213,1919759,18215,1920005,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919882,18214,1919882,1,1,7,7,0,4,3,0,1,8,7,0,18213,0,0,0,1,1,1,1,744,1,0,248,1,1,1,0,18214,1919882
uap,user_agent_parsers:228,user_agent_parsers,0,18213,1919759,9,9,9,9,9,9,9,36417,3837658,18231,1923479,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18222,1921619,36426,3839518,1,1,7,16,0,4,3,0,2,19,33,0,18213,0,0,0,9,9,9,9,11214,9,0,526,1,1,1,0,18222,1921619
uap,user_agent_parsers:229,user_agent_parsers,0,18213,1919759,1,1,1,1,1,1,1,18213,1919759,18215,1920007,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919883,18214,1919883,1,1,13,8,0,4,3,0,1,14,8,0,18213,0,0,0,1,1,1,1,1500,1,0,250,1,1,1,0,18214,1919883
uap,user_agent_parsers:230,user_agent_parsers,0,18213,1919759,1,1,1,1,1,1,1,18213,1919759,18215,1920011,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919885,18214,1919885,1,1,7,6,0,4,3,0,1,8,6,0,18213,0,0,0,1,1,1,1,762,1,0,254,1,1,1,0,18214,1919885
uap,user_agent_parsers:231,user_agent_parsers,0,18213,1919759,1,1,1,1,1,1,1,18213,1919759,18215,1920005,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919882,18214,1919882,1,1,7,14,0,4,3,0,1,8,14,0,18213,0,0,0,1,1,1,1,744,1,0,248,1,1,1,0,18214,1919882
uap,user_agent_parsers:232,user_agent_parsers,0,18213,1919759,3,3,3,4,3,3,3,18213,1919759,18223,1921193,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18216,1920292,18216,1920292,1,1,10,6,0,4,3,0,1,11,6,0,18213,0,0,0,3,3,3,3,4824,3,0,444,1,1,1,0,18216,1920292
uap,user_agent_parsers:233,user_agent_parsers,0,18213,1919759,2,2,2,2,2,2,2,18213,1919759,18217,1920105,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18215,1919932,18215,1919932,1,1,10,8,0,4,3,0,1,11,8,0,18213,0,0,0,2,2,2,2,1575,2,0,188,1,1,1,0,18215,1919932
uap,user_agent_parsers:234,user_agent_parsers,0,18213,1919759,3,3,3,3,3,3,3,18213,1919759,18219,1920323,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18216,1920041,18216,1920041,1,1,10,19,0,4,3,0,1,11,19,0,18213,0,0,0,3,3,3,3,2565,3,0,214,1,1,1,0,18216,1920041
uap,user_agent_parsers:235,user_agent_parsers,0,18213,1919759,3,3,3,3,3,3,3,18213,1919759,18219,1921063,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18216,1920411,18216,1920411,1,1,10,12,0,4,3,0,1,11,12,0,18213,0,0,0,3,3,3,3,5895,3,0,442,1,1,1,0,18216,1920411
uap,user_agent_parsers:236,user_agent_parsers,0,18213,1919759,2,2,2,2,2,2,2,18213,1919759,18219,1919921,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18215,1919813,18215,1919813,1,1,13,18,0,5,4,0,1,14,18,0,18213,0,0,0,2,2,2,2,672,2,0,56,1,1,1,0,18215,1919813
uap,user_agent_parsers:237,user_agent_parsers,0,18213,1919759,2,2,2,2,2,2,2,36424,3839422,18217,1919951,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18215,1919855,36426,3839518,1,1,7,17,0,4,3,0,2,19,35,0,18213,0,0,0,2,2,2,2,588,2,0,104,1,1,1,0,18215,1919855
uap,user_agent_parsers:238,user_agent_parsers,0,18213,1919759,3,3,3,3,3,3,3,18213,1919759,18219,1920691,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18216,1920225,18216,1920225,1,1,10,12,0,4,3,0,1,11,12,0,18213,0,0,0,3,3,3,3,4221,3,0,374,1,1,1,0,18216,1920225
uap,user_agent_parsers:239,user_agent_parsers,0,18213,1919759,2,2,2,2,2,2,2,72846,7678304,18213,1919759,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18215,1920003,72848,7678548,1,1,3,7,0,1,1,0,4,16,30,0,18213,0,0,0,2,2,2,2,492,2,0,272,1,1,1,0,18215,1920003
uap,user_agent_parsers:240,user_agent_parsers,0,18213,1919759,659,1064,661,1182,1179,1064,661,913245,96443577,860402,92163276,859219,92057976,689414,86297146,1024,59392,46664,812555,630022,903730,95957310,951408,99678981,72,58,181,384,0,73,59,0,51,561,548,0,1031943,0,0,0,1099,1064,661,59357,10566692,71914,0,526,72,72,58,0,899650,95513508
uap,user_agent_parsers:241,user_agent_parsers,0,18213,1919759,2,2,2,2,2,2,2,36425,3839439,48627,5504359,48626,5504280,37451,3919449,1024,3072,2116,46510,34379,48629,5504563,36430,3839903,5,3,13,39,0,7,4,0,2,11,40,0,82046,0,0,0,2,2,2,6,1814,10,0,206,5,5,3,0,48629,5504563
uap,user_agent_parsers:242,user_agent_parsers,0,18213,1919759,2,2,2,2,2,2,2,36425,3839446,48627,5504359,48626,5504287,37451,3919442,1024,3072,2116,46510,34379,48629,5504535,36430,3839854,5,3,13,32,0,7,4,0,2,11,33,0,82046,0,0,0,2,2,2,6,1604,10,0,178,5,5,3,0,48629,5504535
uap,user_agent_parsers:243,user_agent_parsers,0,18213,1919759,1,1,1,1,1,1,1,18213,1919759,18214,1919851,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919851,18214,1919851,1,1,7,22,0,3,2,0,1,8,22,0,18213,0,0,0,1,1,1,1,558,1,0,186,1,1,1,0,18214,1919851
uap,user_agent_parsers:244,user_agent_parsers,0,18213,1919759,4,4,4,4,4,4,4,54634,5758662,48632,5504861,48624,5504021,37451,3919418,1024,3072,2116,46508,34379,48631,5504564,54643,5759482,5,3,15,32,0,8,5,0,3,19,60,0,82044,0,0,0,4,4,4,12,4640,20,0,410,5,5,3,0,48631,5504564
uap,user_agent_parsers:245,user_agent_parsers,1,18213,1919759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,26,0,4,3,0,1,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,user_agent_parsers:246,user_agent_parsers,1,18213,1919759,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,19,0,1,1,0,1,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,user_agent_parsers:247,user_agent_parsers,0,18213,1919759,2,2,2,2,2,2,2,36424,3839408,18217,1919979,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18215,1919869,36426,3839518,1,1,7,9,0,4,3,0,2,19,19,0,18213,0,0,0,2,2,2,2,672,2,0,114,1,1,1,0,18215,1919869
uap,user_agent_parsers:248,user_agent_parsers,0,18213,1919759,8,8,8,8,8,8,8,54633,5758659,18229,1921271,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18231,1921409,54641,5759415,1,1,7,13,0,4,3,0,3,31,44,0,18213,0,0,0,8,8,8,8,4584,8,0,230,1,1,1,0,18231,1921409
uap,user_agent_parsers:249,user_agent_parsers,0,18213,1919759,1,1,1,1,1,1,1,18213,1919759,18215,1919907,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919833,18214,1919833,1,1,10,10,0,4,3,0,1,11,10,0,18213,0,0,0,1,1,1,1,675,1,0,150,1,1,1,0,18214,1919833
uap,user_agent_parsers:250,user_agent_parsers,0,18213,1919759,2,2,2,2,2,2,2,72848,7678988,18217,1919811,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18217,1919815,72850,7679014,1,1,9,7,0,4,3,0,4,38,36,0,18213,0,0,0,2,2,2,2,224,2,0,32,1,1,1,0,18217,1919815
uap,user_agent_parsers:251,user_agent_parsers,0,18213,1919759,1,1,1,1,1,1,1,36426,3839518,18215,1919865,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18215,1919865,36427,3839571,1,1,7,13,0,4,3,0,2,19,27,0,18213,0,0,0,1,1,1,1,324,1,0,108,1,1,1,0,18215,1919865
uap,user_agent_parsers:252,user_agent_parsers,1,18213,1919759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,10,0,1,1,0,1,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,user_agent_parsers:253,user_agent_parsers,0,18213,1919759,4,4,4,4,4,4,4,72844,7677983,18217,1920293,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18221,1920842,72848,7678517,1,1,4,8,0,3,2,0,4,32,36,0,18213,0,0,0,4,4,4,4,1614,4,0,282,1,1,1,0,18221,1920842
uap,user_agent_parsers:254,user_agent_parsers,0,18213,1919759,1,1,1,1,1,1,1,18213,1919759,18215,1920085,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919922,18214,1919922,1,1,10,8,0,4,3,0,1,11,8,0,18213,0,0,0,1,1,1,1,1476,1,0,328,1,1,1,0,18214,1919922
uap,user_agent_parsers:255,user_agent_parsers,0,18213,1919759,7,7,7,14,14,7,7,291362,30709695,18227,1921719,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18391,1944670,291369,30710630,1,1,6,4,0,3,2,0,16,152,96,0,18213,0,0,0,14,7,7,14,9870,14,0,330,1,1,1,0,18391,1944670
uap,user_agent_parsers:256,user_agent_parsers,0,18213,1919759,1,2,1,3,2,2,1,18213,1919759,30930,3739298,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18215,1920007,18215,1920007,1,1,13,14,0,5,4,0,1,14,14,0,18213,0,0,0,2,2,1,2,3000,2,0,274,1,1,1,0,18215,1920007
uap,user_agent_parsers:257,user_agent_parsers,0,18213,1919759,8,8,8,10,10,8,8,109252,11516220,18233,1922005,18233,1922005,22311,2239465,1024,5120,1042,17191,17191,18267,1926409,109276,11518872,7,5,18,19,0,7,5,0,6,57,73,0,36456,0,0,0,10,8,8,50,4992,70,0,334,7,7,5,0,18267,1926409
uap,user_agent_parsers:258,user_agent_parsers,0,18213,1919759,3,3,3,3,3,3,3,36424,3839247,18213,1919759,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18217,1920228,36427,3839617,1,1,3,14,0,1,1,0,2,14,31,0,18213,0,0,0,3,3,3,3,746,3,0,288,1,1,1,0,18217,1920228
uap,user_agent_parsers:259,user_agent_parsers,0,18213,1919759,1,1,1,1,1,1,1,18213,1919759,18215,1919795,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919777,18214,1919777,1,1,13,13,0,4,3,0,1,14,13,0,18213,0,0,0,1,1,1,1,228,1,0,38,1,1,1,0,18214,1919777
uap,user_agent_parsers:260,user_agent_parsers,0,18213,1919759,2,2,2,2,2,2,2,36425,3839490,18217,1919863,18215,1919811,19239,1999663,1024,2048,1024,17191,17191,18218,1919887,36429,3839594,3,2,12,21,0,4,3,0,2,23,46,0,36428,0,0,0,2,2,2,4,448,6,0,58,3,3,2,0,18218,1919887
uap,user_agent_parsers:261,user_agent_parsers,0,18213,1919759,792,18213,18213,978,977,977,977,0,0,1084582,116226167,1083602,116121247,904055,107312608,1024,73728,58562,1025040,830327,1083602,116121247,1083602,116121247,90,72,220,488,0,91,73,0,1,1,0,0,1314989,1,0,0,891,891,891,62234,13137060,75899,0,524,87,90,72,0,1083602,116121247
uap,user_agent_parsers:262,user_agent_parsers,0,18213,1919759,5,5,5,5,5,5,5,18213,1919759,18223,1921213,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18218,1920486,18218,1920486,1,1,10,14,0,4,3,0,1,11,14,0,18213,0,0,0,5,5,5,5,6588,5,0,334,1,1,1,0,18218,1920486
uap,user_agent_parsers:263,user_agent_parsers,0,18213,1919759,2,9,2,20,9,9,2,18213,1919759,18253,1925643,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18222,1920769,18222,1920769,1,1,10,11,0,4,3,0,1,11,11,0,18213,0,0,0,9,9,2,9,9171,9,0,338,1,1,1,0,18222,1920769
uap,user_agent_parsers:264,user_agent_parsers,0,18213,1919759,2,2,2,2,2,2,2,18213,1919759,18217,1920295,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18215,1920027,18215,1920027,1,1,10,12,0,4,3,0,1,11,12,0,18213,0,0,0,2,2,2,2,2430,2,0,270,1,1,1,0,18215,1920027
uap,user_agent_parsers:265,user_agent_parsers,0,18213,1919759,2,2,2,2,2,2,2,18213,1919759,18217,1920289,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18215,1920024,18215,1920024,1,1,10,10,0,4,3,0,1,11,10,0,18213,0,0,0,2,2,2,2,2403,2,0,268,1,1,1,0,18215,1920024
uap,user_agent_parsers:266,user_agent_parsers,0,18213,1919759,2,2,2,2,2,2,2,18213,1919759,18217,1920291,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18215,1920025,18215,1920025,1,1,10,9,0,4,3,0,1,11,9,0,18213,0,0,0,2,2,2,2,2412,2,0,272,1,1,1,0,18215,1920025
uap,user_agent_parsers:267,user_agent_parsers,0,18213,1919759,2,2,2,2,2,2,2,18213,1919759,18217,1920267,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18215,1920013,18215,1920013,1,1,10,10,0,4,3,0,1,11,10,0,18213,0,0,0,2,2,2,2,2304,2,0,266,1,1,1,0,18215,1920013
uap,user_agent_parsers:268,user_agent_parsers,0,18213,1919759,2,2,2,1509,2,2,2,18213,1919759,21231,2263381,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18215,1920021,18215,1920021,1,1,10,9,0,4,3,0,1,11,9,0,18213,0,0,0,2,2,2,2,2376,2,0,264,1,1,1,0,18215,1920021
uap,user_agent_parsers:269,user_agent_parsers,0,18213,1919759,2,2,2,2,2,2,2,18213,1919759,18217,1920283,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18215,1920021,18215,1920021,1,1,10,9,0,4,3,0,1,11,9,0,18213,0,0,0,2,2,2,2,2376,2,0,264,1,1,1,0,18215,1920021
uap,user_agent_parsers:270,user_agent_parsers,0,18213,1919759,2,2,2,2,2,2,2,18213,1919759,18217,1920301,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18215,1920030,18215,1920030,1,1,10,11,0,4,3,0,1,11,11,0,18213,0,0,0,2,2,2,2,2457,2,0,278,1,1,1,0,18215,1920030
uap,user_agent_parsers:271,user_agent_parsers,0,18213,1919759,2,2,2,2,2,2,2,18213,1919759,18217,1920293,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18215,1920026,18215,1920026,1,1,10,9,0,4,3,0,1,11,9,0,18213,0,0,0,2,2,2,2,2421,2,0,274,1,1,1,0,18215,1920026
uap,user_agent_parsers:272,user_agent_parsers,0,18213,1919759,2,2,2,2,2,2,2,18213,1919759,18217,1920311,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18215,1920035,18215,1920035,1,1,10,12,0,4,3,0,1,11,12,0,18213,0,0,0,2,2,2,2,2502,2,0,278,1,1,1,0,18215,1920035
uap,user_agent_parsers:273,user_agent_parsers,0,18213,1919759,2,2,2,2,2,2,2,36425,3839281,18217,1920441,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18216,1920204,36427,3839622,1,1,7,10,0,4,3,0,2,19,21,0,18213,0,0,0,2,2,2,2,2058,2,0,476,1,1,1,0,18216,1920204
uap,user_agent_parsers:274,user_agent_parsers,0,18213,1919759,3,3,3,3,3,3,3,18213,1919759,18219,1920571,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18216,1920165,18216,1920165,1,1,10,6,0,4,3,0,1,11,6,0,18213,0,0,0,3,3,3,3,3681,3,0,326,1,1,1,0,18216,1920165
uap,user_agent_parsers:275,user_agent_parsers,0,18213,1919759,2,2,2,2,2,2,2,18213,1919759,18217,1920291,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18215,1920025,18215,1920025,1,1,10,11,0,4,3,0,1,11,11,0,18213,0,0,0,2,2,2,2,2412,2,0,274,1,1,1,0,18215,1920025
uap,user_agent_parsers:276,user_agent_parsers,0,18213,1919759,1,1,1,1,1,1,1,18213,1919759,18219,1920717,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919919,18214,1919919,1,1,13,32,0,5,4,0,1,14,32,0,18213,0,0,0,1,1,1,1,1932,1,0,322,1,1,1,0,18214,1919919
uap,user_agent_parsers:277,user_agent_parsers,0,18213,1919759,1,1,1,1,1,1,1,18213,1919759,18220,1920901,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919927,18214,1919927,1,1,13,39,0,6,5,0,1,14,39,0,18213,0,0,0,1,1,1,1,2028,1,0,338,1,1,1,0,18214,1919927
uap,user_agent_parsers:278,user_agent_parsers,0,18213,1919759,3,3,3,3,3,3,3,36424,3839208,18224,1921464,18221,1921005,24381,2668948,1024,3072,1030,17191,21309,18225,1921613,36433,3840585,5,3,18,21,0,6,4,0,2,28,48,0,54647,0,0,0,3,3,3,9,4617,15,0,314,5,5,3,0,18225,1921613
uap,user_agent_parsers:279,user_agent_parsers,0,18213,1919759,4,4,4,4,4,4,4,36425,3839427,18221,1920259,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18220,1920168,36429,3839677,1,1,7,10,0,4,3,0,2,19,21,0,18213,0,0,0,4,4,4,4,1524,4,0,184,1,1,1,0,18220,1920168
uap,user_agent_parsers:280,user_agent_parsers,0,18213,1919759,4234,4236,4234,4240,4240,4236,4234,133010,13540663,35154,4343587,30914,3736932,29539,3339897,1024,4096,1361,29553,25443,52140,6772763,149936,15962721,7,4,16,11,0,8,5,0,8,88,80,0,71580,0,0,0,4238,4236,4234,16960,2833398,29680,0,768,7,7,4,0,52124,6770867
uap,user_agent_parsers:281,user_agent_parsers,0,18213,1919759,490,495,490,495,495,495,490,36234,3820321,18708,1970631,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,19011,2002306,36729,3871193,1,1,8,9,0,3,2,0,2,16,20,0,18213,0,0,0,495,495,490,495,359569,495,0,374,1,1,1,0,19011,2002306
uap,user_agent_parsers:282,user_agent_parsers,0,18213,1919759,1,1,1,1,1,1,1,18213,1919759,18215,1919893,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919826,18214,1919826,1,1,10,17,0,4,3,0,1,11,17,0,18213,0,0,0,1,1,1,1,612,1,0,136,1,1,1,0,18214,1919826
uap,user_agent_parsers:283,user_agent_parsers,1,18213,1919759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,12,24,0,7,4,0,3,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0
uap,user_agent_parsers:284,user_agent_parsers,0,18213,1919759,0,0,0,3,2,0,0,36426,3839518,36432,3840332,36429,3839925,37453,3919777,1024,3072,2048,34381,34381,36433,3840545,36426,3839518,5,3,16,22,0,6,4,0,2,20,25,0,72855,0,0,0,2,0,0,6,2796,10,0,326,5,5,3,0,36433,3840545
uap,user_agent_parsers:285,user_agent_parsers,0,18213,1919759,1,18213,18213,23,23,23,23,0,0,425985,45376433,425962,45372881,375342,44055044,1024,28672,23071,402891,346670,425962,45372881,425962,45372881,36,28,88,176,0,37,29,0,1,1,0,0,538836,1,0,0,18,18,18,564,174554,708,0,986,36,36,28,0,425962,45372881
uap,user_agent_parsers:286,user_agent_parsers,0,18213,1919759,0,0,0,0,0,0,0,291408,30716144,36426,3839518,36426,3839518,37450,3919370,1024,3072,2048,34378,34378,36426,3839518,291408,30716144,5,3,12,15,0,6,4,0,16,116,144,0,72852,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,36426,3839518
uap,user_agent_parsers:287,user_agent_parsers,0,18213,1919759,0,0,0,0,0,0,0,36426,3839518,36426,3839518,36426,3839518,20261,2079463,1024,3072,2048,34378,17189,36426,3839518,36426,3839518,5,3,10,19,0,5,3,0,2,8,25,0,72852,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,36426,3839518
uap,user_agent_parsers:288,user_agent_parsers,0,18213,1919759,0,0,0,0,0,0,0,36426,3839518,18216,1919986,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18213,1919759,36426,3839518,1,1,8,16,0,6,4,0,2,10,33,0,18213,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18213,1919759
uap,user_agent_parsers:289,user_agent_parsers,1,18213,1919759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,14,0,5,3,0,2,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,user_agent_parsers:290,user_agent_parsers,1,18213,1919759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,9,0,3,2,0,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,user_agent_parsers:291,user_agent_parsers,1,18213,1919759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,16,0,3,2,0,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,user_agent_parsers:292,user_agent_parsers,0,18213,1919759,0,0,0,0,0,0,0,18213,1919759,18213,1919759,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18213,1919759,18213,1919759,1,1,7,21,0,4,3,0,1,8,21,0,18213,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18213,1919759
uap,user_agent_parsers:293,user_agent_parsers,1,18213,1919759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,12,0,1,1,0,1,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,user_agent_parsers:294,user_agent_parsers,1,18213,1919759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,9,0,1,1,0,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,user_agent_parsers:295,user_agent_parsers,0,18213,1919759,2,18213,18213,2,2,2,2,0,0,91061,9598611,91059,9598519,92083,9678371,1024,6144,5120,85939,85939,91059,9598519,91059,9598519,8,6,22,49,0,9,7,0,1,1,0,0,127485,1,0,0,2,2,2,12,1276,16,0,142,8,8,6,0,91059,9598519
uap,user_agent_parsers:296,user_agent_parsers,0,18213,1919759,0,0,0,0,0,0,0,291408,30716144,18213,1919759,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18213,1919759,291408,30716144,1,1,7,12,0,4,3,0,16,174,208,0,18213,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18213,1919759
uap,user_agent_parsers:297,user_agent_parsers,1,18213,1919759,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,27,61,0,14,9,0,7,21,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,0,0
