input,case,threads,repetitions,cpu_ns,median_cpu_ns,real_ns,median_real_ns,ns_per_item,median_ns_per_item
zen5,count/census-income/series_local/cp16/native16/cps/masked25,1,5,"[1725.5987174744093,1723.9819953137053,1722.8955481561475,1723.552842520492,1720.9507954126013]",1723.552842520492,"[1726.3501047744414,1726.6990997288058,1722.9142927655255,1724.553212480639,1721.2223455500973]",1724.553212480639,,
zen5,count/census-income/series_local/cp16/native16/cps/scan,1,5,"[6680.510252742214,6677.711015737463,6674.101096805146,6678.392942298037,6675.550786838187]",6677.711015737463,"[6684.407725366721,6677.783977159244,6674.174058237093,6679.686695373672,6675.5469719335615]",6677.783977159244,,
zen5,count/census-income/series_local/cp16/native16/cps/sparse17,1,5,"[474.8602537141134,475.2944169323607,475.07055152299336,475.16145444674083,475.07835289336396]",475.07835289336396,"[474.9909436207861,475.54141508851467,475.07574113763,475.16664405643684,475.0835085839352]",475.0835085839352,,
zen5,count/census-income/series_local/cp16/native16/cps_fused/masked25,1,5,"[1735.6030212978685,1735.6921743433893,1735.414809311561,1737.928429915721,1735.9559187715904]",1735.6921743433893,"[1736.5605497980323,1735.7123575843025,1735.4323922876354,1741.7921000396393,1735.9748638148023]",1735.9748638148023,,
zen5,count/census-income/series_local/cp16/native16/cps_fused/scan,1,5,"[6723.317330772203,6722.69323091746,6719.054248679393,6733.101296207758,6734.354296687469]",6723.317330772203,"[6723.395583266675,6726.4536725308635,6719.127700349061,6744.120499265856,6735.287085898359]",6726.4536725308635,,
zen5,count/census-income/series_local/cp16/native16/cps_fused/sparse17,1,5,"[477.3844319536726,477.0730710271007,477.20047692048723,476.7985011071901,477.04002725254446]",477.0730710271007,"[477.53370805074843,477.07862374841835,477.2836995292383,476.80401975440714,477.044864578474]",477.07862374841835,,
zen5,count/census-income/series_local/cp16/native16/inline/masked25,1,5,"[1337.8710788066,1339.9043611322422,1339.9435730681594,1341.5063121651747,1335.6283473604944]",1339.9043611322422,"[1338.318955636332,1339.9188982511791,1339.9572494229456,1341.777161455633,1335.6429801064148]",1339.9188982511791,,
zen5,count/census-income/series_local/cp16/native16/inline/scan,1,5,"[4946.529245947392,4922.7237491193555,4944.256518675646,4924.474982381901,4937.840028188012]",4937.840028188012,"[4947.13988715565,4923.369626539964,4944.310429749981,4933.689922341687,4939.144820314208]",4939.144820314208,,
zen5,count/census-income/series_local/cp16/native16/inline/sparse17,1,5,"[446.2743972446191,446.492537313426,444.5710549814752,445.5909554790775,445.8674575839286]",445.8674575839286,"[446.2792447971212,446.77997832158746,444.57590253522363,445.59580303690484,445.87262404754847]",445.87262404754847,,
zen5,count/census-income/series_local/cp16/native16/materialized/masked25,1,5,"[1326.2820269501717,1329.34237995836,1328.0575061681532,1327.359081419823,1325.8996014425338]",1327.359081419823,"[1326.2964509178119,1329.3568039263373,1329.0417536411585,1329.6681533586448,1325.9140254411902]",1329.0417536411585,,
zen5,count/census-income/series_local/cp16/native16/materialized/scan,1,5,"[4898.71543577184,4893.552677634533,4898.981449072132,4899.016450822629,4901.298564928144]",4898.981449072132,"[4909.913545658802,4893.602380057863,4902.717185862163,4899.069653540634,4901.348267408675]",4901.348267408675,,
zen5,count/census-income/series_local/cp16/native16/materialized/sparse17,1,5,"[413.43420354762617,413.15811185097976,412.75738110670903,412.1209263952758,413.71648299840103]",413.15811185097976,"[413.652336616047,413.27724085376383,412.7621545135673,412.1256998063212,413.80997701354477]",413.27724085376383,,
zen5,count/census-income/series_local/cp16/native16/shared/masked25,1,5,"[1347.2818727028707,1343.5722576899018,1335.6094022055643,1338.2395047396415,1334.7871928807572]",1338.2395047396415,"[1347.2975430562158,1344.574579217757,1335.6239117720881,1338.2541110658929,1338.0170245887898]",1338.2541110658929,,
zen5,count/census-income/series_local/cp16/native16/shared/scan,1,5,"[4964.212389379815,4953.16106194607,4976.821238938051,4955.203539823911,4974.148672566576]",4964.212389379815,"[4964.269734464485,4954.793628197538,4976.8792920816995,4955.260884883428,4976.393982167438]",4964.269734464485,,
zen5,count/census-income/series_local/cp16/native16/shared/sparse17,1,5,"[417.0707673933122,417.2642579875104,417.28486115253565,417.21767691839335,416.97641086891355]",417.21767691839335,"[417.07560465347564,417.2687966583729,417.47661987752883,417.2225141866191,416.9809495287434]",417.2225141866191,,
zen5,count/random256/direct4/cp16/point/cps/masked25,1,5,"[2508.0655561524395,2508.3593050330933,2508.319899695383,2508.2285509582225,2508.1174995518886]",2508.2285509582225,"[2508.089378498251,2509.746193821236,2508.3489163243134,2508.253985310162,2508.1449041842366]",2508.253985310162,,
zen5,count/random256/direct4/cp16/point/cps/scan,1,5,"[10194.720406680774,10158.583877995541,10165.984023239645,10146.93536673774,10149.578794481202]",10158.583877995541,"[10398.99491651041,10190.22730587578,10208.709513621956,10147.046477914804,10149.776325271441]",10190.22730587578,,
zen5,count/random256/direct4/cp16/point/cps/sparse17,1,5,"[644.261293138979,643.1436974403504,643.0710904829826,642.9548274434497,643.5099489912275]",643.1436974403504,"[644.8896190335581,643.1506824040865,643.0780754622285,643.1185147705596,643.5169339477801]",643.1506824040865,,
zen5,count/random256/direct4/cp16/point/cps_fused/masked25,1,5,"[2525.5213398162414,2521.6333513416603,2523.758328831186,2522.2942553571693,2521.2065550152247]",2522.2942553571693,"[2525.5506933379156,2521.6607239801015,2531.241310950358,2522.3216279674607,2521.2142985139258]",2522.3216279674607,,
zen5,count/random256/direct4/cp16/point/cps_fused/scan,1,5,"[10217.293946024889,10219.401896426849,10220.043763675721,10228.183807441754,10222.093362509839]",10220.043763675721,"[10217.405543320197,10219.513493983883,10220.155361079867,10231.891320173458,10222.212253666263]",10220.155361079867,,
zen5,count/random256/direct4/cp16/point/cps_fused/sparse17,1,5,"[646.4765116172705,648.2812139129745,646.1273038014918,646.8936209524602,647.2696198437943]",646.8936209524602,"[648.0471615219548,648.9284955387305,646.1343711141018,646.9062312336004,647.5593791885042]",647.5593791885042,,
zen5,count/random256/direct4/cp16/point/inline/masked25,1,5,"[1656.9624291115747,1655.15831758012,1655.1512287334922,1653.9744801512775,1652.8249054818364]",1655.1512287334922,"[1658.074432888599,1655.1763941596307,1655.17036859605,1653.992438531702,1652.8428638773714]",1655.17036859605,,
zen5,count/random256/direct4/cp16/point/inline/scan,1,5,"[6714.786365818063,6716.8266922702605,6722.73163706221,6726.1929908769725,6722.3331733074465]",6722.3331733074465,"[6714.859337578026,6722.6562649350435,6722.804608629443,6728.542006629034,6739.790206367713]",6722.804608629443,,
zen5,count/random256/direct4/cp16/point/inline/sparse17,1,5,"[449.612044006923,450.0842823136576,449.6187994595258,450.0553303737679,449.4849771601117]",449.6187994595258,"[449.61693366769674,450.0895258219023,449.9293251003412,450.9500418085486,449.4898989873101]",449.9293251003412,,
zen5,count/random256/direct4/cp16/point/materialized/masked25,1,5,"[1675.8236631176069,1676.318937672157,1676.9553774372116,1678.542887905417,1679.7236511541273]",1676.9553774372116,"[1676.2641464680037,1676.9162579229214,1676.973561420541,1678.5611915402671,1680.0899629144649]",1676.973561420541,,
zen5,count/random256/direct4/cp16/point/materialized/scan,1,5,"[6808.5617103997465,6802.78911564639,6804.139941690652,6803.741496599889,6803.654033040979]",6803.741496599889,"[6808.635568558511,6802.862973867301,6804.214285892757,6803.815354691327,6813.693877355493]",6804.214285892757,,
zen5,count/random256/direct4/cp16/point/materialized/sparse17,1,5,"[455.9919597332963,456.9911099490056,456.1828343574313,456.799581644713,456.08478232438506]",456.1828343574313,"[455.99689501831784,456.9957510822003,456.942476142911,456.8581513945678,456.13942999886785]",456.8581513945678,,
zen5,count/random256/direct4/cp16/point/shared/masked25,1,5,"[1814.4572538860323,1812.8095854921394,1813.4999999999723,1814.990932642487,1816.1632124351268]",1814.4572538860323,"[1815.5457253815823,1812.8137305913715,1813.9031087955962,1815.010751290994,1816.7102331496321]",1815.010751290994,,
zen5,count/random256/direct4/cp16/point/shared/scan,1,5,"[7369.195160441301,7378.421883219711,7366.643871647885,7371.0047343499855,7378.316675434975]",7371.0047343499855,"[7369.275644429937,7399.249342459348,7366.724355584193,7371.085218338621,7379.870068329563]",7371.085218338621,,
zen5,count/random256/direct4/cp16/point/shared/sparse17,1,5,"[487.34327524183334,488.20382076620956,487.22068941432326,487.2084657562875,487.0286033597595]",487.22068941432326,"[488.20947857236564,488.2095134967335,487.4369433763672,487.21447281852977,487.03391191504056]",487.4369433763672,,
zen5,count/random256/series_local/cp16/native16/cps/masked25,1,5,"[2591.3161791928856,2593.469085523779,2594.1021843758253,2594.8796741949473,2593.389485375676]",2593.469085523779,"[2591.59626063186,2593.497408368856,2594.1305071761813,2596.5962606207095,2593.4176231060874]",2593.497408368856,,
zen5,count/random256/series_local/cp16/native16/cps/scan,1,5,"[10330.361356930665,10325.022123893326,10324.137168141253,10329.786135693914,10324.129793509373]",10325.022123893326,"[10345.636430756605,10325.134955664129,10324.249262425288,10355.577433543862,10329.036135597797]",10329.036135597797,,
zen5,count/random256/series_local/cp16/native16/cps/sparse17,1,5,"[685.6434184676281,686.5854616895779,686.5505893908596,686.8005893909543,686.540275049032]",686.5505893908596,"[685.6513752389537,688.4642436117571,686.5580550188881,686.9564341797637,686.5482318283844]",686.5580550188881,,
zen5,count/random256/series_local/cp16/native16/cps_fused/masked25,1,5,"[2605.5534883719406,2604.0260465113397,2603.0697674417656,2603.9516279064796,2604.3181395349684]",2604.0260465113397,"[2606.7279999721036,2604.0524651254473,2603.1000930362457,2610.3131162397954,2604.344744149996]",2604.344744149996,,
zen5,count/random256/series_local/cp16/native16/cps_fused/scan,1,5,"[10378.695329873572,10382.928094884644,10374.455151963442,10377.227575984136,10389.04373610072]",10378.695329873572,"[10400.002223814887,10392.203854534022,10374.567827939562,10377.340251965523,10423.508524969513]",10392.203854534022,,
zen5,count/random256/series_local/cp16/native16/cps_fused/sparse17,1,5,"[689.4210319022878,689.2053958250908,689.3289680977188,689.1477944071662,690.3712091375045]",689.3289680977188,"[689.6500590834736,689.2129283118252,689.7760929431164,689.1558192132277,690.4383123250683]",689.6500590834736,,
zen5,count/random256/series_local/cp16/native16/inline/masked25,1,5,"[2029.8706395346599,2029.8110465116372,2030.1831395352135,2029.4156976742486,2030.864825581326]",2029.8706395346599,"[2029.8927325463178,2029.833139492312,2032.0962208817818,2029.439244211062,2030.8869186544334]",2029.8927325463178,,
zen5,count/random256/series_local/cp16/native16/inline/scan,1,5,"[7536.582346609229,7535.226049514263,7525.753498384221,7538.702906350428,7538.466092571699]",7536.582346609229,"[7544.392895762491,7535.303014111379,7525.835845128404,7561.858449959033,7568.343918148312]",7544.392895762491,,
zen5,count/random256/series_local/cp16/native16/inline/sparse17,1,5,"[644.9388842938323,643.4197224519354,643.1384982998201,643.3333333333235,643.8263946328192]",643.4197224519354,"[644.9454094356435,644.133030061567,643.1455289077982,643.3403179984546,643.9974726387711]",643.9974726387711,,
zen5,count/random256/series_local/cp16/native16/materialized/masked25,1,5,"[1999.7299614231722,1997.7211030151084,2011.8274039149105,2005.195027861142,1998.9655665093098]",1999.7299614231722,"[1999.7516788243347,1997.7428203492673,2084.450492937128,2046.3517644929561,1998.988855574355]",1999.7516788243347,,
zen5,count/random256/series_local/cp16/native16/materialized/scan,1,5,"[7518.696351930688,7512.950643775364,7515.525751073004,7517.043991416178,7508.401287553153]",7515.525751073004,"[7522.01877680096,7513.032725184273,7515.607832815457,7536.455472127039,7508.542381994958]",7515.607832815457,,
zen5,count/random256/series_local/cp16/native16/materialized/sparse17,1,5,"[589.091406677627,588.8977306218624,589.9604227190107,589.4042356111515,589.5882278640755]",589.4042356111515,"[589.0978064115361,589.2586417479213,589.9668645369682,589.4106774329981,589.6948339096392]",589.4106774329981,,
zen5,count/random256/series_local/cp16/native16/shared/masked25,1,5,"[2041.3584025652044,2040.3162804258238,2040.1953068066468,2038.7858912694453,2040.2871301558432]",2040.2871301558432,"[2041.9724529517355,2040.324005204939,2041.2391779851341,2038.7892435667836,2040.3107419062383]",2040.324005204939,,
zen5,count/random256/series_local/cp16/native16/shared/scan,1,5,"[7610.103373231139,7612.290533186885,7608.079434167641,7608.960826987331,7609.4341675734995]",7609.4341675734995,"[7615.08868332648,7612.373775829503,7608.162676808327,7611.960282821806,7609.517410237379]",7611.960282821806,,
zen5,count/random256/series_local/cp16/native16/shared/sparse17,1,5,"[596.8289563437397,596.9905354706559,597.5115109141295,596.6145122783848,597.1013813096058]",596.9905354706559,"[596.8354791922433,597.3470327384694,598.463207707201,597.8147595434597,597.2473141240212]",597.3470327384694,,
zen5,count/wikileaks-noquotes/direct4/cp16/point/cps/masked25,1,5,"[460.1155993431645,459.4561576354878,459.96486042692027,460.71461412146607,461.06075533662755]",460.1155993431645,"[460.3146798126396,459.46114942618686,460.0595402197421,460.71996715407545,461.06610838242113]",460.3146798126396,,
zen5,count/wikileaks-noquotes/direct4/cp16/point/cps/scan,1,5,"[1430.6965833756299,1430.9168791432062,1430.6262111165533,1431.679755226911,1430.7914329424166]",1430.7914329424166,"[1431.2802651471839,1430.932483417156,1430.6418154035473,1432.0462009569007,1430.8069352565635]",1430.932483417156,,
zen5,count/wikileaks-noquotes/direct4/cp16/point/cps/sparse17,1,5,"[95.98811913750784,96.25711721218603,95.95653276146045,96.07068222460477,96.09411506759997]",96.07068222460477,"[95.98930448102972,96.31962534606966,95.95771810561523,96.25288970712388,96.1266812381862]",96.1266812381862,,
zen5,count/wikileaks-noquotes/direct4/cp16/point/cps_fused/masked25,1,5,"[463.5628494854635,463.5807166726552,463.59957648156,462.5444198128334,462.653277305427]",463.5628494854635,"[464.0463554372653,463.5860768340907,463.60493663899877,462.54944909417355,462.76253184924497]",463.5860768340907,,
zen5,count/wikileaks-noquotes/direct4/cp16/point/cps_fused/scan,1,5,"[1459.327906491493,1458.970987267708,1456.7251095803085,1468.422041327434,1460.000000000149]",1459.327906491493,"[1459.8269672253248,1459.7925276831259,1456.7410769975897,1544.5461281820205,1476.4813191272062]",1459.8269672253248,,
zen5,count/wikileaks-noquotes/direct4/cp16/point/cps_fused/sparse17,1,5,"[96.2330839476303,96.18006656399048,96.33148586203895,96.35919793157004,96.44611618438792]",96.33148586203895,"[96.23406728077481,96.18118054911862,96.43107740205126,96.36038755739358,96.78006381343944]",96.36038755739358,,
zen5,count/wikileaks-noquotes/direct4/cp16/point/inline/masked25,1,5,"[392.14777925761643,391.9453934796541,396.63269442357404,392.14401528749374,391.7580635821826]",392.14401528749374,"[392.15203544429744,391.94967861378194,396.9089119186323,392.1485610075844,391.7626382423139]",392.1485610075844,,
zen5,count/wikileaks-noquotes/direct4/cp16/point/inline/scan,1,5,"[1026.3419818235727,1024.5543828787143,1025.7409850481804,1024.2736734095593,1025.0901495163882]",1025.0901495163882,"[1026.6632219304356,1024.5655965864187,1026.6778070751502,1024.2855467763072,1025.1020961723073]",1025.1020961723073,,
zen5,count/wikileaks-noquotes/direct4/cp16/point/inline/sparse17,1,5,"[82.43133863918712,82.43722095751156,82.23763389627555,82.36404491737649,82.30980994229378]",82.36404491737649,"[82.46576784655275,83.06624078775594,82.23858683037889,82.66241375015211,82.31146875691327]",82.46576784655275,,
zen5,count/wikileaks-noquotes/direct4/cp16/point/materialized/masked25,1,5,"[379.34571343494895,380.3429793454529,380.0357326547518,379.68409084749493,379.50948810265277]",379.68409084749493,"[379.3498551727064,380.5133320741609,380.04014509426946,379.68850328816666,379.5133591450936]",379.68850328816666,,
zen5,count/wikileaks-noquotes/direct4/cp16/point/materialized/scan,1,5,"[1049.5194251066553,1048.9662399879799,1049.5501160267804,1049.1211917059784,1049.367467624734]",1049.367467624734,"[1049.5308780691785,1052.120143718835,1050.028669831992,1053.0438655552034,1049.3796691115049]",1050.028669831992,,
zen5,count/wikileaks-noquotes/direct4/cp16/point/materialized/sparse17,1,5,"[83.94397806167082,83.97212104483187,83.84286734394699,83.95057876135816,83.88091137660709]",83.94397806167082,"[84.1247352229434,83.9730991486131,83.84383944694243,83.9798198608825,83.88188347840868]",83.9730991486131,,
zen5,count/wikileaks-noquotes/direct4/cp16/point/shared/masked25,1,5,"[367.6535007091086,368.58369662265767,368.7704186144137,368.0185408897644,367.71258994693284]",368.0185408897644,"[367.83373601631575,368.5879773117021,368.87948421694585,368.11841483240346,367.71687062860656]",368.11841483240346,,
zen5,count/wikileaks-noquotes/direct4/cp16/point/shared/scan,1,5,"[1102.5603026958622,1102.1535551000388,1104.3922434179865,1102.6864259814474,1103.2587103894787]",1102.6864259814474,"[1103.046902103152,1102.1663251173595,1104.8322560468382,1104.8693047644626,1103.6845341343742]",1103.6845341343742,,
zen5,count/wikileaks-noquotes/direct4/cp16/point/shared/sparse17,1,5,"[84.7841028935954,84.88871783061981,84.81477216249971,84.91314414557677,84.79022462512597]",84.81477216249971,"[84.78508479549433,84.94783193647758,84.97534942396682,84.91413210823045,84.79114591512743]",84.91413210823045,,
zen5,count/wikileaks-noquotes/series_local/cp16/native16/cps/masked25,1,5,"[572.740327411519,569.0924383538598,568.3325811349054,567.7438148771316,568.9307840643121]",568.9307840643121,"[574.0402494683394,569.4055717506413,569.5421573088424,567.750420542931,569.1528330504751]",569.4055717506413,,
zen5,count/wikileaks-noquotes/series_local/cp16/native16/cps/scan,1,5,"[1588.8680099613634,1585.8852162100795,1586.5576182930772,1587.1813448040123,1590.4346841747608]",1587.1813448040123,"[1592.5405252535147,1586.1311976416657,1586.7832239063066,1587.19741905665,1590.6795335953022]",1587.19741905665,,
zen5,count/wikileaks-noquotes/series_local/cp16/native16/cps/sparse17,1,5,"[145.64187603641594,145.63655705391056,145.71592461646935,145.78799161475055,145.53758226171533]",145.64187603641594,"[145.64346129918076,145.63824661342287,145.75954027121284,145.8528936329327,145.53927181978258]",145.64346129918076,,
zen5,count/wikileaks-noquotes/series_local/cp16/native16/cps_fused/masked25,1,5,"[572.1114417988877,574.5713458994093,572.6711309523764,575.2120535715115,573.1601355819345]",573.1601355819345,"[572.1176835233971,575.534970238022,572.677786053303,576.1574900749945,573.1668320163468]",573.1668320163468,,
zen5,count/wikileaks-noquotes/series_local/cp16/native16/cps_fused/scan,1,5,"[1606.2478465604222,1607.5318709083929,1606.3270931432517,1607.4893763639298,1606.7439990812231]",1606.7439990812231,"[1606.2653037585712,1607.5493281069498,1606.3445503393602,1608.3844033290197,1606.7604226151445]",1606.7604226151445,,
zen5,count/wikileaks-noquotes/series_local/cp16/native16/cps_fused/sparse17,1,5,"[146.40631048157525,146.43487085064746,146.25513929718943,146.40160272841104,146.46322198626638]",146.40631048157525,"[146.45696590371156,146.51304047618765,146.25683408604644,146.4032975192751,146.46491677724194]",146.45696590371156,,
zen5,count/wikileaks-noquotes/series_local/cp16/native16/inline/masked25,1,5,"[504.521995399734,503.2795428407777,503.479370327774,504.14642035655805,504.1873921793873]",504.14642035655805,"[504.5278177109953,503.28504167646264,503.75513944715345,504.54402674753624,504.1928551009215]",504.1928551009215,,
zen5,count/wikileaks-noquotes/series_local/cp16/native16/inline/scan,1,5,"[1324.831141803171,1325.5065745907468,1326.937848831718,1326.1867373001971,1324.605997540758]",1325.5065745907468,"[1324.8455207360948,1329.424179347915,1328.0703812558177,1326.202156880125,1324.6204710858985]",1326.202156880125,,
zen5,count/wikileaks-noquotes/series_local/cp16/native16/inline/sparse17,1,5,"[140.1446616751484,140.05423566594794,140.02661934338713,140.3714744324523,140.90665284191329]",140.1446616751484,"[140.2268426650782,140.05596044094656,140.0282444189037,140.37320917720783,141.34168469607835]",140.2268426650782,,
zen5,count/wikileaks-noquotes/series_local/cp16/native16/materialized/masked25,1,5,"[489.02261938012725,491.1445476124318,491.2667550963173,488.98492041333924,488.8351717397954]",489.02261938012725,"[489.0276109954273,491.1499581057952,491.5133342562747,489.9739248828353,488.8405124299245]",489.9739248828353,,
zen5,count/wikileaks-noquotes/series_local/cp16/native16/materialized/scan,1,5,"[1271.2477247905201,1272.4699672367526,1271.7965052784655,1270.0691663632751,1271.602657444592]",1271.602657444592,"[1271.2625591856083,1272.4829814289924,1273.3402802977032,1270.0839097160338,1271.6174008031705]",1271.6174008031705,,
zen5,count/wikileaks-noquotes/series_local/cp16/native16/materialized/sparse17,1,5,"[137.40670908947433,137.5746327284177,137.5048118469803,137.61980516930527,137.58091758975462]",137.5746327284177,"[137.44032327938808,137.65224094388722,137.50641252214223,137.62140584303683,137.61119294865418]",137.61119294865418,,
zen5,count/wikileaks-noquotes/series_local/cp16/native16/shared/masked25,1,5,"[491.48185801933414,488.89886064861184,490.2422436459138,490.7375985977202,490.16792287461396]",490.2422436459138,"[491.75996495638117,488.9045398777039,490.24757230667115,490.74331288739467,491.2053286552994]",490.74331288739467,,
zen5,count/wikileaks-noquotes/series_local/cp16/native16/shared/scan,1,5,"[1286.9177893867666,1285.8353954723527,1286.1433415818658,1287.2266520026333,1286.1589221889053]",1286.1589221889053,"[1290.032352649853,1285.848501516144,1286.156447661474,1287.5944459751024,1286.4579781639927]",1286.4579781639927,,
zen5,count/wikileaks-noquotes/series_local/cp16/native16/shared/sparse17,1,5,"[139.02519570685797,139.01385614672947,139.54403031840585,139.382093441952,139.3579222742901]",139.3579222742901,"[139.02681706593057,139.01546755669833,140.00649537852667,139.38360538350037,139.35953368690937]",139.35953368690937,,
