worker,placement,transport,mtu,bytes,packet_bytes,retry_us,device,method,layout,filesystem,surviving_only,key,node,role,stage,repeat,run,samples,leader_az,follower_azs,command,device_path,warmup,verified_records,remote_voters,fragments_per_record,min_us,mean_us,stddev_us,max_us,p01_us,p05_us,p25_us,p50_us,p75_us,p90_us,p95_us,p99_us,p999_us,over_1000us_pct,over_2000us_pct,over_5000us_pct,over_10000us_pct,file,started,ended,recovered_records,retried_packets,all_samples,all_min_us,all_mean_us,all_stddev_us,all_max_us,all_p01_us,all_p05_us,all_p25_us,all_p50_us,all_p75_us,all_p90_us,all_p95_us,all_p99_us,all_p999_us,all_over_1000us_pct,all_over_2000us_pct,all_over_5000us_pct,all_over_10000us_pct
use1-az6,bad,tcp,9001,4096,8973,2000,nvme,buffered-fdatasync,extend,ordered,False,screen-eb946c3547388bb2-r0,3,leader,screen,0,12070949305662529733,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'tcp', '172.31.16.179', '172.31.90.221', '43001', '4096', '2000', '/mnt/sixdb-cft-nvme/wal.dat', 'buffered-fdatasync', 'extend', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-eb946c3547388bb2-r0.csv', '12070949305662529733', '8973', '2000']",/dev/nvme3n1,64,2064,2,1,822.583,835.8166659999999,10.975967793841416,980.597,824.98262,826.7777,830.09175,833.76,838.06375,844.3504,849.5618,880.4087099999999,958.7619199999997,0.0,0.0,0.0,0.0,screen-eb946c3547388bb2-r0.csv.gz,1789405456.5297956,1789405458.7030232,2064,0,2000,957.405,971.478982,33.36112704900235,2327.554,958.78967,960.4367,964.4835,968.7615,974.125,980.4612000000001,985.5228,1006.1290200000001,1210.733250999996,1.55,0.05,0.0,0.0
use1-az6,bad,tcp,9001,4096,8973,2000,gp3,buffered-fdatasync,extend,ordered,False,screen-491b09b4142972ba-r0,3,leader,screen,0,1455530791334118811,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'tcp', '172.31.16.179', '172.31.90.221', '43001', '4096', '2000', '/mnt/sixdb-cft-gp3/wal.dat', 'buffered-fdatasync', 'extend', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-491b09b4142972ba-r0.csv', '1455530791334118811', '8973', '2000']",/dev/nvme1n1,64,2064,2,1,2808.426,3547.1823615000003,100.95033356627812,5445.479,3251.9048,3445.16525,3511.5302500000003,3548.384,3588.54075,3624.6803,3644.02005,3691.7424499999997,4759.0459979999905,100.0,100.0,0.1,0.0,screen-491b09b4142972ba-r0.csv.gz,1789405463.2401924,1789405472.0081937,2064,0,2000,3462.252,3659.2253794999997,188.54020068960753,7861.765,3546.32344,3582.16955,3618.1777500000003,3645.583,3672.03375,3700.1313,3720.36015,3797.6139599999997,7231.342240999987,100.0,100.0,0.35,0.0
use1-az6,bad,tcp,9001,4096,8973,2000,nvme,direct-dsync,raw,none,False,screen-287d43b18b33b82c-r0,3,leader,screen,0,1964928218073209603,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'tcp', '172.31.16.179', '172.31.90.221', '43001', '4096', '2000', '/dev/nvme3n1', 'direct-dsync', 'raw', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-287d43b18b33b82c-r0.csv', '1964928218073209603', '8973', '2000']",/dev/nvme3n1,64,2064,2,1,817.172,822.1898185,3.767408192187004,852.833,818.16797,818.88085,820.2,821.2470000000001,822.894,825.5471,828.00955,838.79576,850.476818,0.0,0.0,0.0,0.0,screen-287d43b18b33b82c-r0.csv.gz,1789405474.8148413,1789405477.1627576,2064,0,2000,1049.614,1058.4998315,5.032368523380195,1117.238,1052.17947,1053.5073,1055.949,1057.669,1059.609,1062.3734000000002,1065.6106499999999,1082.38786,1097.456684,100.0,0.0,0.0,0.0
use1-az6,bad,udp,9001,65536,8973,2000,gp3,direct-dsync,initialized,ordered-tuned,False,screen-934dc8528b3f1f45-r0,3,leader,screen,0,4241967957754968841,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'udp', '172.31.16.179', '172.31.90.221', '43001', '65536', '2000', '/mnt/sixdb-cft-gp3/wal.dat', 'direct-dsync', 'initialized', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-934dc8528b3f1f45-r0.csv', '4241967957754968841', '8973', '2000']",/dev/nvme1n1,64,2064,2,8,1441.147,1939.2445345,342.81390727331325,2528.259,1480.1475699999999,1522.41765,1596.4872500000001,1829.475,2280.59675,2317.3079,2337.6192499999997,2381.7480100000002,2450.0419579999993,100.0,49.35,0.0,0.0,screen-934dc8528b3f1f45-r0.csv.gz,1789405477.5527403,1789405484.902866,2064,7904,2000,2352.538,2500.8615235,52.36257418483595,3930.089,2420.2777699999997,2450.2015,2478.199,2498.0060000000003,2518.01375,2541.9622,2556.2873999999997,2596.21217,2757.6420339999822,100.0,100.0,0.0,0.0
use1-az6,bad,tcp,9001,65536,8973,2000,nvme,direct-fdatasync,initialized,ordered-tuned,False,screen-862487896ecfc4f9-r0,3,leader,screen,0,3427327158535534583,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'tcp', '172.31.16.179', '172.31.90.221', '43001', '65536', '2000', '/mnt/sixdb-cft-nvme/wal.dat', 'direct-fdatasync', 'initialized', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-862487896ecfc4f9-r0.csv', '3427327158535534583', '8973', '2000']",/dev/nvme3n1,64,2064,2,1,851.233,983.376235,90.73603480267239,1206.893,855.93308,895.9084,906.11225,963.3820000000001,1092.22775,1117.0672000000002,1133.44175,1185.01407,1202.949106,30.5,0.0,0.0,0.0,screen-862487896ecfc4f9-r0.csv.gz,1789405487.5609581,1789405490.2607129,2064,0,2000,1096.046,1131.3485589999998,35.58179769906966,1405.264,1100.52485,1102.897,1108.86825,1116.672,1141.06625,1180.9789,1188.26015,1271.2701699999998,1394.04875,100.0,0.0,0.0,0.0
use1-az6,bad,udp,9001,8192,8973,2000,nvme,direct-dsync,initialized,ordered-tuned,False,screen-82bc6cca37cdef2c-r0,3,leader,screen,0,18030893173756390458,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'udp', '172.31.16.179', '172.31.90.221', '43001', '8192', '2000', '/mnt/sixdb-cft-nvme/wal.dat', 'direct-dsync', 'initialized', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-82bc6cca37cdef2c-r0.csv', '18030893173756390458', '8973', '2000']",/dev/nvme3n1,64,2064,2,1,822.997,830.4805255,7.974114527353477,905.307,824.28994,825.1498,826.81475,828.463,831.01,835.6332,840.6449,871.67129,896.7230009999998,0.0,0.0,0.0,0.0,screen-82bc6cca37cdef2c-r0.csv.gz,1789405512.7823684,1789405515.1332116,2064,0,2000,1039.59,1046.274506,7.253420223174996,1123.887,1040.2058599999998,1041.14135,1042.89175,1044.6370000000002,1047.0645,1050.4672,1055.4447499999999,1080.28732,1106.2991779999998,100.0,0.0,0.0,0.0
use1-az6,bad,udp,1500,4096,1472,2000,nvme,direct-dsync,initialized,ordered-tuned,False,screen-6a06a095827c94a7-r0,3,leader,screen,0,17217731772041823660,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'udp', '172.31.16.179', '172.31.90.221', '43001', '4096', '2000', '/mnt/sixdb-cft-nvme/wal.dat', 'direct-dsync', 'initialized', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-6a06a095827c94a7-r0.csv', '17217731772041823660', '1472', '2000']",/dev/nvme3n1,64,2064,2,3,799.386,810.539033,7.0146131317351355,881.836,802.68065,804.2297,807.3172500000001,809.5355,811.8655000000001,814.8321000000001,817.85735,848.4788100000001,875.5613749999999,0.0,0.0,0.0,0.0,screen-6a06a095827c94a7-r0.csv.gz,1789405518.6523821,1789405521.3177645,2064,0,2000,1185.882,1201.9742955,8.474460111427735,1314.435,1189.67382,1192.20845,1197.2555,1201.0245,1205.14025,1209.2115000000001,1212.7656000000002,1236.6546700000001,1279.9851999999998,100.0,0.0,0.0,0.0
use1-az6,bad,tcp,9001,65536,8973,2000,gp3,buffered-fdatasync,extend,ordered,False,screen-a7b0317ed3909b8f-r0,3,leader,screen,0,5028773524383486044,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'tcp', '172.31.16.179', '172.31.90.221', '43001', '65536', '2000', '/mnt/sixdb-cft-gp3/wal.dat', 'buffered-fdatasync', 'extend', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-a7b0317ed3909b8f-r0.csv', '5028773524383486044', '8973', '2000']",/dev/nvme1n1,64,2064,2,1,3733.496,4119.865256,211.93328412954267,9503.019,3964.05041,4006.6402000000003,4062.5460000000003,4104.9995,4152.36075,4196.216700000001,4237.862,4331.1401399999995,8494.268959999994,100.0,100.0,0.3,0.0,screen-a7b0317ed3909b8f-r0.csv.gz,1789405544.8603814,1789405556.080228,2064,0,2000,4227.417,4418.8248269999995,207.21188781249273,9503.071,4295.84048,4324.219999999999,4372.93525,4405.623,4440.03375,4476.8606,4498.921450000001,4565.49222,8494.317971999993,100.0,100.0,0.4,0.0
use1-az6,bad,tcp,9001,4096,8973,2000,gp3,direct-dsync,initialized,ordered-tuned,False,screen-0e700b4be6dea126-r0,3,leader,screen,0,5557496446662160577,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'tcp', '172.31.16.179', '172.31.90.221', '43001', '4096', '2000', '/mnt/sixdb-cft-gp3/wal.dat', 'direct-dsync', 'initialized', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-0e700b4be6dea126-r0.csv', '5557496446662160577', '8973', '2000']",/dev/nvme1n1,64,2064,2,1,1470.199,1646.6343829999998,129.62070132963836,5271.398,1557.12793,1584.9780500000002,1618.649,1640.4405000000002,1663.71075,1687.8047000000001,1703.8000000000002,1740.52721,4582.192960999999,100.0,0.15,0.05,0.0,screen-0e700b4be6dea126-r0.csv.gz,1789405559.733058,1789405564.7087035,2064,0,2000,1643.632,1759.9662465,127.48700927117923,5271.444,1694.84301,1711.35805,1732.89175,1751.757,1773.24925,1790.7479999999998,1800.02115,1840.83635,4582.260950999998,100.0,0.45,0.05,0.0
use1-az6,bad,udp,9001,65536,8973,2000,gp3,buffered-fdatasync,extend,ordered,False,screen-d80e52d2dfee6ca1-r0,3,leader,screen,0,10166376066363747430,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'udp', '172.31.16.179', '172.31.90.221', '43001', '65536', '2000', '/mnt/sixdb-cft-gp3/wal.dat', 'buffered-fdatasync', 'extend', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-d80e52d2dfee6ca1-r0.csv', '10166376066363747430', '8973', '2000']",/dev/nvme1n1,64,2064,2,8,3518.801,4160.3422165,158.7033118707629,7824.679,3967.47165,4023.5799500000003,4096.64825,4148.5455,4205.206,4263.9067,4296.87515,4400.59879,6122.388759999987,100.0,100.0,0.35,0.0,screen-d80e52d2dfee6ca1-r0.csv.gz,1789405566.1138625,1789405577.2774858,2064,39072,2000,4225.942,4418.708095,167.9152109695723,8831.76,4277.46687,4314.7765500000005,4364.220499999999,4403.146500000001,4448.85475,4494.9794999999995,4524.449500000001,4606.95446,6681.794076999972,100.0,100.0,0.5,0.0
use1-az6,bad,tcp,9001,65536,8973,2000,io2,direct-dsync,initialized,ordered-tuned,False,screen-4bd0f8e3715d58d0-r0,3,leader,screen,0,9252629344218620250,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'tcp', '172.31.16.179', '172.31.90.221', '43001', '65536', '2000', '/mnt/sixdb-cft-io2/wal.dat', 'direct-dsync', 'initialized', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-4bd0f8e3715d58d0-r0.csv', '9252629344218620250', '8973', '2000']",/dev/nvme2n1,64,2064,2,1,1294.782,1453.416829,70.97627823108056,1742.056,1327.3907199999999,1353.1536500000002,1404.791,1444.4365,1490.705,1549.0914,1584.95985,1661.3771,1715.1421699999999,100.0,0.0,0.0,0.0,screen-4bd0f8e3715d58d0-r0.csv.gz,1789405594.6434345,1789405599.266286,2064,0,2000,1569.451,1685.8648,62.9775367522897,2603.7,1597.9161,1614.42495,1645.49,1673.455,1715.23425,1754.6288,1792.6793,1907.10779,2074.4627759999994,100.0,0.3,0.0,0.0
use1-az6,bad,udp,9001,4096,8973,2000,nvme,direct-dsync,raw,none,False,screen-ecc326fbf9e2e1de-r0,3,leader,screen,0,17490167456312282944,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'udp', '172.31.16.179', '172.31.90.221', '43001', '4096', '2000', '/dev/nvme3n1', 'direct-dsync', 'raw', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-ecc326fbf9e2e1de-r0.csv', '17490167456312282944', '8973', '2000']",/dev/nvme3n1,64,2064,2,1,792.551,802.7210575,11.380502277983767,953.14,795.49701,796.7876,799.1815,801.0175,803.1210000000001,806.1887,809.9431999999999,840.84374,932.024058,0.0,0.0,0.0,0.0,screen-ecc326fbf9e2e1de-r0.csv.gz,1789405600.420618,1789405603.0343432,2064,0,2000,1177.005,1182.7109229999999,4.00935183328565,1228.833,1178.36282,1179.12575,1180.48925,1181.761,1183.635,1186.0835000000002,1189.16745,1198.8133300000002,1212.7276049999998,100.0,0.0,0.0,0.0
use1-az6,bad,udp,9001,512,1472,2000,nvme,direct-dsync,initialized,ordered-tuned,False,screen-6b480f4ab3555c36-r0,3,leader,screen,0,15495715555392607931,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'udp', '172.31.16.179', '172.31.90.221', '43001', '512', '2000', '/mnt/sixdb-cft-nvme/wal.dat', 'direct-dsync', 'initialized', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-6b480f4ab3555c36-r0.csv', '15495715555392607931', '1472', '2000']",/dev/nvme3n1,64,2064,2,1,791.803,805.9224725,18.8973568866983,886.58,792.87686,793.8198000000001,795.82525,798.4435000000001,804.208,847.5502,855.3344999999999,862.97947,872.1500649999998,0.0,0.0,0.0,0.0,screen-6b480f4ab3555c36-r0.csv.gz,1789405622.9369314,1789405625.519353,2064,0,2000,1158.224,1173.0308765,18.781877600129537,1347.668,1159.94838,1161.1059,1163.6087499999999,1166.384,1170.567,1215.1155,1218.7965000000002,1226.14042,1271.6253249999984,100.0,0.0,0.0,0.0
use1-az6,bad,udp,9001,65536,8973,2000,io2,direct-dsync,initialized,ordered-tuned,False,screen-017c043cd3c3d1a8-r0,3,leader,screen,0,3561419144583089062,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'udp', '172.31.16.179', '172.31.90.221', '43001', '65536', '2000', '/mnt/sixdb-cft-io2/wal.dat', 'direct-dsync', 'initialized', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-017c043cd3c3d1a8-r0.csv', '3561419144583089062', '8973', '2000']",/dev/nvme2n1,64,2064,2,8,1266.179,1417.295038,53.2808809352056,1639.957,1321.65355,1345.3346000000001,1378.3452499999999,1408.054,1452.69225,1490.9858,1513.99695,1562.53625,1611.6432829999997,100.0,0.0,0.0,0.0,screen-017c043cd3c3d1a8-r0.csv.gz,1789405629.87909,1789405634.1536462,2064,0,2000,1408.445,1520.2065955,63.16440529987502,1899.875,1428.7538,1447.1632499999998,1478.7372500000001,1507.386,1546.8609999999999,1596.3179,1635.12515,1756.99866,1832.1007809999992,100.0,0.0,0.0,0.0
use1-az6,bad,tcp,9001,65536,8973,2000,gp3,direct-dsync,initialized,ordered-tuned,False,screen-dabfc8fd63ffc903-r0,3,leader,screen,0,34373012628056509,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'tcp', '172.31.16.179', '172.31.90.221', '43001', '65536', '2000', '/mnt/sixdb-cft-gp3/wal.dat', 'direct-dsync', 'initialized', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-dabfc8fd63ffc903-r0.csv', '34373012628056509', '8973', '2000']",/dev/nvme1n1,64,2064,2,1,1460.168,2140.570777,290.1560832793658,2592.579,1490.18471,1537.97295,2190.8025000000002,2264.6645,2312.5597500000003,2358.3369000000002,2381.1385999999998,2428.00643,2484.179382,100.0,79.1,0.0,0.0,screen-dabfc8fd63ffc903-r0.csv.gz,1789405636.5831401,1789405644.2221098,2064,0,2000,2526.121,2667.396749,48.25082715684778,2959.182,2570.7884000000004,2600.8692499999997,2633.68425,2660.7439999999997,2696.21075,2735.0039,2757.6781,2790.02931,2820.793527999997,100.0,100.0,0.0,0.0
use1-az6,bad,tcp,1500,8192,1472,2000,nvme,direct-dsync,initialized,ordered-tuned,False,screen-0ac9868aaf035763-r0,3,leader,screen,0,13341585571807476686,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'tcp', '172.31.16.179', '172.31.90.221', '43001', '8192', '2000', '/mnt/sixdb-cft-nvme/wal.dat', 'direct-dsync', 'initialized', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-0ac9868aaf035763-r0.csv', '13341585571807476686', '1472', '2000']",/dev/nvme3n1,64,2064,2,1,800.9,828.6131574999999,29.85734540123575,961.978,803.02599,804.68395,808.366,812.579,852.155,860.0811,892.9148499999992,925.06136,952.9082179999999,0.0,0.0,0.0,0.0,screen-0ac9868aaf035763-r0.csv.gz,1789405648.7419953,1789405651.210804,2064,0,2000,1070.403,1097.8597209999998,29.029921046330095,1416.668,1072.0818900000002,1074.58575,1078.617,1083.3645000000001,1118.1725000000001,1126.3784,1146.077,1192.20722,1215.0119349999998,100.0,0.0,0.0,0.0
use1-az6,bad,udp,9001,4096,8973,2000,nvme,buffered-fdatasync,extend,ordered,False,screen-ea876e1a198c23f6-r0,3,leader,screen,0,372809039454514724,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'udp', '172.31.16.179', '172.31.90.221', '43001', '4096', '2000', '/mnt/sixdb-cft-nvme/wal.dat', 'buffered-fdatasync', 'extend', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-ea876e1a198c23f6-r0.csv', '372809039454514724', '8973', '2000']",/dev/nvme3n1,64,2064,2,1,850.102,862.9923055,9.001281617479245,975.878,852.27436,853.8471000000001,857.6120000000001,861.0655,866.0440000000001,871.9686,877.49585,899.75415,924.169007,0.0,0.0,0.0,0.0,screen-ea876e1a198c23f6-r0.csv.gz,1789405651.5106554,1789405654.2997222,2064,0,2000,1239.428,1250.261437,9.733196350687216,1390.311,1240.8949499999999,1242.2971,1245.056,1247.8865,1252.33875,1258.7223,1263.2425,1291.92805,1319.5527519999985,100.0,0.0,0.0,0.0
use1-az6,bad,udp,9001,65536,1472,2000,nvme,direct-dsync,initialized,ordered-tuned,False,screen-d1f518a5d8dbb32e-r0,3,leader,screen,0,15455979817300527684,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'udp', '172.31.16.179', '172.31.90.221', '43001', '65536', '2000', '/mnt/sixdb-cft-nvme/wal.dat', 'direct-dsync', 'initialized', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-d1f518a5d8dbb32e-r0.csv', '15455979817300527684', '1472', '2000']",/dev/nvme3n1,64,2064,2,46,867.25,945.8110635,31.099919641865117,1071.663,875.48375,922.9929000000001,927.01,931.8595,963.8855000000001,994.5059,1001.18195,1028.3733499999998,1068.509009,5.6,0.0,0.0,0.0,screen-d1f518a5d8dbb32e-r0.csv.gz,1789405655.5467098,1789405658.5376964,2064,0,2000,1183.423,1276.68352,36.24325104739639,1459.113,1198.0667899999999,1238.0446,1251.4112499999999,1266.2665,1301.7575,1329.6082999999999,1342.7683499999998,1377.30155,1410.475577999999,100.0,0.0,0.0,0.0
use1-az6,bad,tcp,1500,65536,1472,2000,gp3,buffered-fdatasync,extend,ordered,False,screen-c919b4e5aa5fe5eb-r0,3,leader,screen,0,10812627273317724738,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'tcp', '172.31.16.179', '172.31.90.221', '43001', '65536', '2000', '/mnt/sixdb-cft-gp3/wal.dat', 'buffered-fdatasync', 'extend', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-c919b4e5aa5fe5eb-r0.csv', '10812627273317724738', '1472', '2000']",/dev/nvme1n1,64,2064,2,1,3943.279,4186.285303,97.15921352466883,6042.223,4028.77617,4071.3185,4132.724,4181.509,4229.110000000001,4273.258,4305.7525,4385.40868,5104.850840999985,100.0,100.0,0.15,0.0,screen-c919b4e5aa5fe5eb-r0.csv.gz,1789405659.89612,1789405670.947795,2064,0,2000,4172.537,4399.38275,112.95823973797351,6042.308,4233.86219,4263.57595,4315.6725,4377.88,4475.88225,4532.8703000000005,4567.7581,4622.07718,5306.700859999989,100.0,100.0,0.2,0.0
use1-az6,bad,tcp,1500,4096,1472,2000,gp3,buffered-fdatasync,extend,ordered,False,screen-7968d4d0920a1d7b-r0,3,leader,screen,0,3520392215357997786,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'tcp', '172.31.16.179', '172.31.90.221', '43001', '4096', '2000', '/mnt/sixdb-cft-gp3/wal.dat', 'buffered-fdatasync', 'extend', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-7968d4d0920a1d7b-r0.csv', '3520392215357997786', '1472', '2000']",/dev/nvme1n1,64,2064,2,1,3126.091,3568.3378465,97.65123159170568,6194.994,3423.01864,3468.85455,3522.0862500000003,3562.3585000000003,3604.0315,3647.8135,3677.46745,3766.84781,4306.02472599998,100.0,100.0,0.1,0.0,screen-7968d4d0920a1d7b-r0.csv.gz,1789405684.7742326,1789405693.9081802,2064,0,2000,3631.287,3820.4313709999997,89.86303696484646,6195.059,3698.57371,3733.3968999999997,3780.97775,3814.7025000000003,3852.708,3882.9145000000003,3907.13085,3967.4784099999997,4887.995241999994,100.0,100.0,0.1,0.0
use1-az6,bad,udp,9001,65536,8973,2000,nvme,direct-dsync,initialized,ordered-tuned,False,screen-c3d340e322160d27-r0,3,leader,screen,0,2175833129843327291,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'udp', '172.31.16.179', '172.31.90.221', '43001', '65536', '2000', '/mnt/sixdb-cft-nvme/wal.dat', 'direct-dsync', 'initialized', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-c3d340e322160d27-r0.csv', '2175833129843327291', '8973', '2000']",/dev/nvme3n1,64,2064,2,8,823.125,885.3337265,31.165199075871435,1037.839,827.07196,829.7307,881.7470000000001,885.8565,896.2065,922.0467,946.85845,970.22492,999.9872369999998,0.1,0.0,0.0,0.0,screen-c3d340e322160d27-r0.csv.gz,1789405698.4323246,1789405701.097721,2064,0,2000,1069.909,1109.884614,36.13492844679513,1259.062,1074.57856,1076.85375,1080.83725,1093.8519999999999,1135.0825,1160.2303,1195.0050999999999,1222.37089,1252.914955,100.0,0.0,0.0,0.0
use1-az6,bad,tcp,9001,65536,8973,2000,nvme,buffered-fdatasync,extend,ordered,False,screen-1655f87925d0b2af-r0,3,leader,screen,0,7616162927635516201,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'tcp', '172.31.16.179', '172.31.90.221', '43001', '65536', '2000', '/mnt/sixdb-cft-nvme/wal.dat', 'buffered-fdatasync', 'extend', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-1655f87925d0b2af-r0.csv', '7616162927635516201', '8973', '2000']",/dev/nvme3n1,64,2064,2,1,1023.325,1120.1347035000001,41.89932553596284,1353.627,1055.9545,1082.951,1090.777,1100.1685,1156.3975,1166.8068,1196.5749500000002,1246.09477,1349.653424,100.0,0.0,0.0,0.0,screen-1655f87925d0b2af-r0.csv.gz,1789405702.5071945,1789405705.6741996,2064,0,2000,1143.589,1374.7610630000001,45.53543533737248,1617.866,1220.8901,1343.0097500000002,1351.27725,1360.5145,1417.252,1425.0488,1448.8333,1487.4174799999998,1519.4476849999999,100.0,0.0,0.0,0.0
use1-az6,bad,udp,9001,65536,8973,2000,nvme,direct-fdatasync,initialized,ordered-tuned,False,screen-d33b112e56d8160b-r0,3,leader,screen,0,5587693827335685381,2000,use1-az6,"['use1-az4', 'use1-az2']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'udp', '172.31.16.179', '172.31.90.221', '43001', '65536', '2000', '/mnt/sixdb-cft-nvme/wal.dat', 'direct-fdatasync', 'initialized', '/opt/sixdb/jobs/20260914T165845Z-64397b04/results/screen-d33b112e56d8160b-r0.csv', '5587693827335685381', '8973', '2000']",/dev/nvme3n1,64,2064,2,8,847.49,905.4325544999999,29.019632910997164,1264.239,851.15094,855.1853,894.78425,911.3605,916.94075,937.1507,943.54325,973.01392,988.2887959999978,0.1,0.0,0.0,0.0,screen-d33b112e56d8160b-r0.csv.gz,1789405706.1131737,1789405708.7226775,2064,0,2000,1073.17,1091.7874205,18.021961158117055,1581.938,1077.72398,1079.37455,1082.29925,1085.3815,1097.82725,1113.3442,1121.0865000000001,1136.16975,1172.693420999998,100.0,0.0,0.0,0.0
