stage,placement,transport,mtu,bytes,packet_bytes,retry_us,device,method,layout,filesystem,surviving_only,samples,min_us,mean_us,stddev_us,max_us,p01_us,p05_us,p25_us,p50_us,p75_us,p90_us,p95_us,p99_us,p999_us,over_1000us_pct,over_2000us_pct,over_5000us_pct,over_10000us_pct,below_1ms_pct,retried_packets,all_samples,all_min_us,all_mean_us,all_stddev_us,all_max_us,all_p01_us,all_p05_us,all_p25_us,all_p50_us,all_p75_us,all_p90_us,all_p95_us,all_p99_us,all_p999_us,all_over_1000us_pct,all_over_2000us_pct,all_over_5000us_pct,all_over_10000us_pct,local_samples,local_min_us,local_mean_us,local_stddev_us,local_max_us,local_p01_us,local_p05_us,local_p25_us,local_p50_us,local_p75_us,local_p90_us,local_p95_us,local_p99_us,local_p999_us,local_over_1000us_pct,local_over_2000us_pct,local_over_5000us_pct,local_over_10000us_pct,remote1_samples,remote1_min_us,remote1_mean_us,remote1_stddev_us,remote1_max_us,remote1_p01_us,remote1_p05_us,remote1_p25_us,remote1_p50_us,remote1_p75_us,remote1_p90_us,remote1_p95_us,remote1_p99_us,remote1_p999_us,remote1_over_1000us_pct,remote1_over_2000us_pct,remote1_over_5000us_pct,remote1_over_10000us_pct,remote2_samples,remote2_min_us,remote2_mean_us,remote2_stddev_us,remote2_max_us,remote2_p01_us,remote2_p05_us,remote2_p25_us,remote2_p50_us,remote2_p75_us,remote2_p90_us,remote2_p95_us,remote2_p99_us,remote2_p999_us,remote2_over_1000us_pct,remote2_over_2000us_pct,remote2_over_5000us_pct,remote2_over_10000us_pct,p50_repeat_min_us,p50_repeat_max_us,p90_repeat_min_us,p90_repeat_max_us,p99_repeat_min_us,p99_repeat_max_us,p999_repeat_min_us,p999_repeat_max_us
screen,bad,tcp,9001,4096,8973,2000,gp3,buffered-fdatasync,extend,ordered,False,6000,2808.426,3539.1915315,177.41419227963135,10384.734,3355.38012,3429.83545,3492.2062499999997,3532.017,3575.98,3616.7174,3643.24875,3727.0916800000005,5289.891743000032,100.0,100.0,0.13333333333333333,0.016666666666666666,0.0,0,6000,3462.252,3784.7105420000003,217.22054628197023,10384.811,3572.22949,3603.76775,3671.16725,3775.277,3877.80625,3924.2336,3946.2090000000003,4003.6787400000003,7575.425813000051,100.0,100.0,0.2833333333333333,0.016666666666666666,6000,2046.137,2735.3653151666667,251.81409066102813,10384.734,2328.63072,2513.2777,2641.44475,2714.5725,2797.74225,2903.124,2990.0531000000005,3305.7581400000004,5289.891743000032,100.0,100.0,0.13333333333333333,0.016666666666666666,6000,1989.836,2737.061482,135.03262689786004,7039.44,2556.9754,2631.9604,2692.9645,2730.7765,2773.1115,2816.721,2844.90305,2923.11325,4312.741260000032,100.0,99.98333333333333,0.06666666666666667,0.0,6000,2543.439,2738.181800166667,47.87725515637775,3905.193,2633.3641500000003,2672.75945,2710.8732499999996,2737.5285000000003,2763.5265,2787.7307,2804.27565,2840.66756,2944.5020380000005,100.0,100.0,0.0,0.0,3520.1555,3548.384,3604.6989,3624.6803,3691.7424499999997,3766.39085,4178.295552999974,8524.022809999982
screen,bad,tcp,9001,4096,8973,2000,gp3,direct-dsync,initialized,ordered-tuned,False,6000,1470.199,1659.2289698333334,89.09059060579438,5271.398,1570.6505,1597.0959,1632.51575,1654.0774999999999,1680.7015000000001,1707.1759,1722.6423,1755.09115,2311.3781830000084,100.0,0.13333333333333333,0.016666666666666666,0.0,0.0,0,6000,1643.632,1764.8199213333335,87.37261632142425,5271.444,1703.05256,1718.8808,1741.7217500000002,1760.3165,1780.921,1796.0050999999999,1805.61995,1834.61884,2628.606255000035,100.0,0.3333333333333333,0.016666666666666666,0.0,6000,576.567,850.043423,150.80732393463987,5271.398,641.5459800000001,681.8965,780.4725,852.9855,901.53175,950.2267,993.7518500000001,1164.8170700000003,2311.3781830000084,4.716666666666667,0.13333333333333333,0.016666666666666666,0.0,6000,706.7,877.925306,50.57828567448714,2071.731,795.90372,819.86445,852.97725,873.9485,898.35625,923.9641,940.24005,981.9085100000001,1560.343315000004,0.5166666666666667,0.03333333333333333,0.0,0.0,6000,754.21,877.5012535,26.584281387878523,1111.455,819.9916000000001,836.3754,858.60475,876.417,896.57975,911.9784999999999,919.76385,935.94927,971.9202660000002,0.016666666666666666,0.0,0.0,0.0,1640.4405000000002,1662.5,1687.8047000000001,1717.4443,1740.52721,1764.21158,1957.2201119999932,4582.192960999999
screen,bad,tcp,9001,4096,8973,2000,io2,direct-dsync,initialized,ordered-tuned,False,6000,1041.653,1147.3458934999999,49.60196071936227,1496.375,1065.5230399999998,1083.0954,1113.65375,1139.1295,1171.4102500000001,1211.0229,1239.6678,1306.9294,1388.3658970000001,100.0,0.0,0.0,0.0,0.0,0,6000,1084.676,1274.874309,85.82145427823892,1814.985,1115.11597,1134.0345,1204.535,1288.6505000000002,1326.02,1366.7771,1401.74735,1491.61861,1720.161728000001,100.0,0.0,0.0,0.0,6000,210.027,275.759052,43.40328436805556,402.946,222.67103,231.57850000000002,247.4915,261.46299999999997,282.20975,360.03180000000003,371.2219,386.92039,397.2866130000001,0.0,0.0,0.0,0.0,6000,264.576,374.90285366666666,57.69897463693718,964.657,291.13923,306.7904,337.6075,364.171,399.52125,439.33549999999997,471.80025,590.4723700000001,762.1052810000007,0.0,0.0,0.0,0.0,6000,209.132,299.4481065,48.916955576836116,879.846,232.29277000000002,244.31369999999998,267.45975,289.18899999999996,318.49525,355.9284,387.6945,476.8039200000002,661.2170600000006,0.0,0.0,0.0,0.0,1121.1455,1149.7134999999998,1165.8198000000002,1228.0827000000002,1215.5099899999998,1329.99858,1259.8617619999998,1403.6278909999996
screen,bad,tcp,9001,4096,8973,2000,nvme,buffered-fdatasync,extend,ordered,False,6000,822.583,865.0158951666667,24.719673768589868,1020.626,826.0129900000001,828.63795,838.06525,868.6895,884.35275,890.965,895.3068499999999,911.2258000000002,1004.4468840000002,0.16666666666666666,0.0,0.0,0.0,99.83333333333333,0,6000,957.405,1059.6836586666666,67.72891199516515,2327.554,959.83685,962.8087499999999,974.1270000000001,1083.6985,1116.723,1123.9826,1128.41155,1143.4233100000001,1175.0451800000023,67.18333333333334,0.016666666666666666,0.0,0.0,6000,67.295,80.59540983333333,9.09616799508837,417.259,69.3928,70.8778,75.70075,80.025,84.156,88.2347,91.54145,102.42030000000001,171.96870200000177,0.0,0.0,0.0,0.0,6000,62.345,71.19649016666666,9.538669592413642,597.307,63.76691,64.7969,66.892,69.703,73.67525,78.2628,81.72325000000001,89.50144000000002,147.74975600000016,0.0,0.0,0.0,0.0,6000,62.632,71.77064016666667,20.007101454017604,1410.935,63.95394,64.99495,67.09975,70.354,74.03750000000001,78.3919,81.95235,89.91546000000001,136.2134190000007,0.016666666666666666,0.0,0.0,0.0,833.76,886.7180000000001,844.3504,896.4054,880.4087099999999,916.26907,957.1071959999998,1009.4397229999998
screen,bad,tcp,9001,4096,8973,2000,nvme,direct-dsync,initialized,ordered-tuned,False,6000,775.361,813.3019498333333,27.04783776591609,1044.174,778.2279599999999,780.70175,785.4857499999999,808.856,840.90125,844.8453000000001,847.34115,864.31785,1041.1235090000002,0.15,0.0,0.0,0.0,99.85,0,6000,1036.047,1100.0773563333335,65.59811447892406,2014.145,1038.09791,1039.79395,1044.7904999999998,1065.38,1185.791,1189.5406,1193.038,1202.67605,1247.04706,100.0,0.016666666666666666,0.0,0.0,6000,16.118,21.2105205,5.763202266730399,101.665,16.888949999999998,17.271949999999997,17.962,18.674500000000002,23.56125,28.595700000000008,31.04615,38.88217,81.75968300000136,0.0,0.0,0.0,0.0,6000,13.89,17.716978666666666,3.9543477456943794,89.383,14.541,15.2049,16.56475,17.572,18.282,18.831300000000002,19.280050000000003,24.912830000000042,78.1034820000001,0.0,0.0,0.0,0.0,6000,12.784,15.646501500000001,3.6408317620654236,82.464,13.472990000000001,13.82495,14.446,14.9845,16.035,17.4592,18.24435,22.580240000000003,71.55270100000016,0.0,0.0,0.0,0.0,783.6255,842.8245,788.0891,848.346,838.20106,885.4836200000001,865.8486029999998,1042.8299769999999
screen,bad,tcp,9001,4096,8973,2000,nvme,direct-dsync,raw,none,False,6000,788.6,813.5465898333333,13.561027283012029,902.011,791.56982,792.99895,797.12,819.6085,822.0475,825.1242000000001,827.5231500000001,839.7967000000001,890.0340970000002,0.0,0.0,0.0,0.0,100.0,0,6000,1049.614,1143.9042008333333,60.726903746517756,1434.777,1053.04299,1054.9948499999998,1059.611,1183.4389999999999,1186.362,1190.0699,1192.8341,1206.1091099999999,1230.5383500000003,100.0,0.0,0.0,0.0,6000,14.338,16.890422333333333,2.4068720122393756,99.264,14.78999,15.172,15.764,16.235,16.9365,19.79920000000001,21.36655,24.227130000000002,35.64303000000001,0.0,0.0,0.0,0.0,6000,11.352,13.079157166666667,1.2941579422409406,35.991,11.575,11.86,12.43,12.873,13.396,14.1191,14.973150000000002,16.717100000000002,27.660385000000282,0.0,0.0,0.0,0.0,6000,11.338,13.616325166666666,1.7480501326048896,77.996,11.627,12.026,12.694,13.272,14.34525,15.219,15.64205,17.245380000000008,30.175014000000004,0.0,0.0,0.0,0.0,795.1885,821.2470000000001,799.6370999999999,827.2691,816.84886,851.11386,828.5336499999999,897.029859
screen,bad,tcp,9001,4096,8973,2000,nvme,direct-fdatasync,initialized,ordered-tuned,False,6000,789.994,819.7418630000001,17.745049289681642,932.435,792.2377600000001,793.4787,796.93975,827.981,831.15825,834.1296000000001,837.1451,860.37692,886.6503750000005,0.0,0.0,0.0,0.0,100.0,0,6000,869.233,1084.6537958333333,145.34947350014428,1521.132,872.69574,875.43175,880.80475,1175.7285,1194.517,1198.0529999999999,1199.885,1211.27728,1245.113074000001,66.68333333333334,0.0,0.0,0.0,6000,18.655,25.158334166666666,4.957000278713526,98.021,19.499,19.955,21.05575,25.567500000000003,27.9585,29.5841,30.603050000000003,35.17736000000003,75.957015,0.0,0.0,0.0,0.0,6000,15.06,17.737281666666668,3.570680610144779,80.531,15.82397,16.199949999999998,16.86075,17.33,17.84375,18.411300000000004,19.337300000000003,25.304550000000035,74.83975200000056,0.0,0.0,0.0,0.0,6000,14.672,18.653113833333332,4.002161293377447,91.057,15.800980000000001,16.211949999999998,16.916,17.610500000000002,19.69175,21.7621,22.604400000000002,27.20744000000003,73.51605400000021,0.0,0.0,0.0,0.0,795.1755,831.3375,800.019,836.6648,844.53903,874.07534,872.796114,895.1619589999996
screen,bad,tcp,9001,8192,8973,2000,nvme,direct-dsync,initialized,ordered-tuned,False,6000,777.846,803.6660915,15.200662964921225,1045.212,780.30082,782.04785,787.3805,807.9155000000001,812.0015,815.223,818.6925500000001,850.22592,877.5071849999999,0.03333333333333333,0.0,0.0,0.0,99.96666666666667,0,6000,1021.869,1099.3848771666667,88.50552251888811,2852.493,1023.71173,1025.0789499999998,1030.0165000000002,1046.2195000000002,1214.67175,1217.5762,1219.54925,1242.4539700000003,1307.8904470000002,100.0,0.016666666666666666,0.0,0.0,6000,17.815,21.426457333333335,8.383806430604551,265.752,18.58499,19.02695,19.59075,20.074,20.751,22.635400000000004,25.347050000000003,59.949840000000066,128.65947900000194,0.0,0.0,0.0,0.0,6000,13.728,16.689658833333333,4.623926800145663,80.781,14.69595,15.02795,15.554,16.004,16.542250000000003,17.414300000000004,18.958900000000003,30.330470000000144,73.6624720000003,0.0,0.0,0.0,0.0,6000,13.832,16.670260499999998,4.6514192010940505,79.352,14.492980000000001,14.90095,15.477,15.973500000000001,16.581,17.5571,19.177,29.642890000000175,72.50887600000017,0.0,0.0,0.0,0.0,784.5855,812.5125,792.7403,817.6832999999999,834.78185,860.38012,856.208128,913.1385509999998
screen,bad,tcp,9001,65536,8973,2000,gp3,buffered-fdatasync,extend,ordered,False,6000,3523.886,4144.889528166666,174.88628195442377,9503.019,3964.32943,4017.4279,4084.14525,4134.4205,4187.389,4240.3787,4276.503000000001,4379.87196,6358.834658000079,100.0,100.0,0.2,0.0,0.0,0,6000,4212.089,4455.706925666667,193.82066124749826,9503.071,4278.31182,4309.455550000001,4363.43675,4419.1405,4543.088,4596.7896,4627.85255,4694.56429,7658.93994300017,100.0,100.0,0.3333333333333333,0.0,6000,2105.476,3272.4879640000004,267.7976832339967,9503.019,2638.9256299999997,3027.7294,3172.303,3254.8705,3347.56925,3463.614,3566.1190500000002,3878.920280000001,6353.87462300008,100.0,100.0,0.18333333333333332,0.0,6000,2547.446,3266.6215955,115.51841555178498,7960.707,3101.0906400000003,3156.6313,3218.41425,3260.3085,3308.18725,3353.1338,3387.52825,3479.4651599999997,3781.135875000032,100.0,100.0,0.06666666666666667,0.0,6000,3073.948,3266.3496108333334,50.611775653366635,4632.315,3164.06678,3197.09015,3236.65575,3262.149,3293.21425,3324.0501000000004,3345.04225,3388.4808,3462.404292000002,100.0,100.0,0.0,0.0,4104.9995,4173.5689999999995,4196.216700000001,4269.8214,4331.1401399999995,4388.91309,4621.612912999999,8494.268959999994
screen,bad,tcp,9001,65536,8973,2000,gp3,direct-dsync,initialized,ordered-tuned,False,6000,1460.168,2189.824638833333,252.9238147311493,3776.625,1514.68768,1568.22445,2223.7250000000004,2277.5065,2320.917,2363.147,2388.1975500000003,2443.3608,2560.772417000001,100.0,84.78333333333333,0.0,0.0,0.0,0,6000,1651.268,2611.2229283333336,146.90969001336455,3917.92,1853.9329200000002,2445.1411,2500.4925000000003,2652.7475000000004,2703.32325,2740.3774,2764.3548,2803.60362,3042.8229970000148,100.0,98.85,0.0,0.0,6000,760.953,1063.7175461666666,215.68045593185195,2373.736,797.83528,832.9200000000001,907.07275,983.1890000000001,1157.00025,1422.2951,1457.74455,1528.1941300000005,1992.1399070000173,45.266666666666666,0.1,0.0,0.0,6000,600.445,1298.5800638333335,241.94737135740854,2516.116,647.158,695.5468000000001,1348.5072499999999,1386.4765,1418.01025,1447.4371,1466.37605,1506.9945100000002,1605.6469230000014,85.38333333333334,0.06666666666666667,0.0,0.0,6000,539.693,1387.291358,97.1051336480681,2004.189,646.7121500000001,1344.85935,1379.41575,1397.756,1415.90625,1435.4280999999999,1449.624,1472.85972,1543.1795630000054,98.51666666666667,0.016666666666666666,0.0,0.0,2264.6645,2289.526,2345.1159,2383.2013,2417.42688,2477.85704,2484.179382,2566.2067319999996
screen,bad,tcp,9001,65536,8973,2000,io2,direct-dsync,initialized,ordered-tuned,False,6000,1259.015,1430.179622,67.30773326909855,1742.056,1313.49869,1339.59125,1381.99075,1420.268,1466.6727500000002,1525.347,1558.91575,1631.6163100000006,1697.9678620000002,100.0,0.0,0.0,0.0,0.0,0,6000,1341.792,1593.7807363333334,106.10150131927044,2711.262,1399.03715,1430.177,1523.48575,1593.6795,1660.9215,1715.3848,1746.4954,1848.98133,2449.55314800001,100.0,0.3,0.0,0.0,6000,361.999,478.04000499999995,44.77319518726551,603.932,376.47074999999995,389.2845,458.8405,491.904,508.29274999999996,521.5511,530.2124000000001,554.5278200000001,581.0304380000006,0.0,0.0,0.0,0.0,6000,415.179,534.1004248333334,80.43007177406356,1763.475,437.21398000000005,455.07705,486.08725000000004,515.4165,556.0442499999999,625.148,670.3638500000001,781.0633200000001,1508.7948080000092,0.2,0.0,0.0,0.0,6000,352.794,455.40724183333333,57.757092665948974,1459.107,373.76473,390.39259999999996,418.67775,442.61749999999995,477.77925000000005,525.6453,556.5985000000001,644.8938100000001,796.3047630000003,0.03333333333333333,0.0,0.0,0.0,1405.0175,1444.4365,1480.9735,1549.0914,1571.9938200000001,1661.3771,1641.640583999999,1715.1421699999999
screen,bad,tcp,9001,65536,8973,2000,nvme,buffered-fdatasync,extend,ordered,False,6000,938.443,1077.4614145,93.8388290912546,1353.627,943.57258,948.74475,972.201,1094.001,1168.384,1182.432,1199.35405,1226.36761,1267.4400690000014,64.91666666666667,0.0,0.0,0.0,35.083333333333336,0,6000,1143.589,1385.7090663333333,39.87294526957178,1617.866,1296.58484,1343.2469,1354.6245,1386.1979999999999,1412.1509999999998,1434.4507,1457.2131,1487.051,1514.9658870000005,100.0,0.0,0.0,0.0,6000,101.119,114.80662699999999,16.367939478969376,500.8,103.02492000000001,104.849,108.42725,111.529,116.706,125.4695,131.143,159.6950500000006,333.6421360000007,0.0,0.0,0.0,0.0,6000,84.97,96.87822566666668,7.465945811443309,182.503,87.38583,88.6595,91.6635,95.37950000000001,100.16225,105.98,110.39855000000001,122.22730000000001,147.36753300000072,0.0,0.0,0.0,0.0,6000,85.632,97.85158083333333,7.702880657269243,212.626,87.52696,89.008,92.3965,96.2755,101.47325,107.70429999999999,111.4722,121.85734000000001,144.22279900000038,0.0,0.0,0.0,0.0,962.457,1171.7125,995.5572000000001,1199.964,1032.85529,1246.09477,1065.5539729999998,1349.653424
screen,bad,tcp,9001,65536,8973,2000,nvme,direct-dsync,initialized,ordered-tuned,False,6000,888.924,991.2023731666667,64.14400347703787,1251.866,898.32764,929.3856499999999,944.1080000000001,963.3905,1017.9825,1102.0653,1107.99035,1133.16329,1141.787072,33.916666666666664,0.0,0.0,0.0,66.08333333333333,0,6000,1223.942,1310.1949478333333,61.74864484684485,1953.876,1228.58475,1231.6795,1248.0342500000002,1308.356,1364.7945,1377.4753,1400.9517,1444.1002199999998,1493.4187060000004,100.0,0.0,0.0,0.0,6000,39.99,52.35161333333333,12.3934929096074,191.906,41.48698,42.96495,46.34125,48.7005,53.0705,60.6315,88.63880000000003,101.44552000000006,117.04052500000012,0.0,0.0,0.0,0.0,6000,27.665,33.91878783333333,10.624303307565723,274.635,28.791960000000003,29.318949999999997,30.15475,30.878,31.91875,40.21370000000001,64.93615000000001,73.39844000000001,95.5554800000005,0.0,0.0,0.0,0.0,6000,27.316,33.797125666666666,10.629836982359665,101.953,28.62183,29.136,29.914749999999998,30.611,31.548,40.247,67.37975,79.2943,91.23468900000054,0.0,0.0,0.0,0.0,947.9625,1093.013,1005.1005,1111.0065,1047.4816600000001,1138.0054100000002,1075.423712,1142.548834
screen,bad,tcp,9001,65536,8973,2000,nvme,direct-dsync,raw,none,False,6000,867.434,1015.671633,125.81053426333177,1345.251,876.34047,880.5305999999999,918.3667499999999,961.3975,1197.0505,1203.3543,1212.37185,1230.19408,1330.7903960000003,34.63333333333333,0.0,0.0,0.0,65.36666666666666,0,6000,970.36,1184.3655,107.81230873553662,1921.905,984.42385,1022.4684,1056.161,1203.467,1268.687,1312.0699000000002,1326.66745,1349.52855,1379.8183060000001,98.26666666666667,0.0,0.0,0.0,6000,38.774,46.78583616666666,11.771177467455212,471.207,39.73791,40.933,42.64675,44.129000000000005,48.955,53.601,57.0152,64.65610000000001,218.64887200000325,0.0,0.0,0.0,0.0,6000,26.326,29.981446166666665,2.872971268988833,66.967,26.936980000000002,27.48,28.366,29.254,30.60425,32.1944,36.34085,42.13559000000001,46.81018600000004,0.0,0.0,0.0,0.0,6000,25.976,29.631116,3.248991328378291,146.277,26.78399,27.262900000000002,28.09,28.9405,30.141,31.5941,34.75105000000002,41.23821,45.8604840000001,0.0,0.0,0.0,0.0,917.3145,1200.5320000000002,972.8523,1223.2062,999.95142,1238.00602,1006.4627979999999,1338.758252
screen,bad,tcp,9001,65536,8973,2000,nvme,direct-fdatasync,initialized,ordered-tuned,False,6000,847.275,1018.875932,115.48193122521828,1383.403,853.16654,887.20395,914.97775,973.275,1115.14275,1181.3492,1202.95845,1317.47768,1363.2687060000005,42.25,0.0,0.0,0.0,57.75,0,6000,930.222,1131.969362,116.57314860991626,1493.96,948.52995,973.4055999999999,1024.13,1118.9175,1187.51525,1315.6023,1365.3367,1422.43468,1481.1860590000001,84.58333333333333,0.0,0.0,0.0,6000,42.583,52.7272275,10.998133247302036,148.908,43.641960000000005,44.49995,47.32375,49.914500000000004,52.121,61.7639,82.21730000000002,98.61625000000005,109.01735400000048,0.0,0.0,0.0,0.0,6000,30.58,37.17703866666667,10.656426620159229,119.629,31.496,32.004,32.90175,33.757,35.30425,43.149300000000004,71.19485,82.01114,92.7960280000004,0.0,0.0,0.0,0.0,6000,29.976,36.4486585,10.1797299022229,100.03,31.14386,31.663,32.538,33.366,34.51,42.7392,68.42385000000002,78.89901000000002,91.30640100000029,0.0,0.0,0.0,0.0,933.0885,1158.6405,978.5087,1225.5626,1019.69805,1355.74323,1043.002103,1376.940912
screen,bad,udp,1500,512,1472,2000,nvme,direct-dsync,initialized,ordered-tuned,False,6000,771.826,818.763376,29.57799530368746,1066.017,775.0309,777.7879,784.09275,823.792,831.00875,838.1578,883.8974000000001,893.4971999999999,903.4692220000001,0.016666666666666666,0.0,0.0,0.0,99.98333333333333,0,6000,866.958,1056.099344,128.6545284917221,1313.512,871.09789,889.47965,949.2415000000001,1015.979,1210.69475,1214.7075000000002,1219.6662000000001,1269.47588,1283.4777640000004,70.55,0.0,0.0,0.0,6000,17.735,35.592680666666666,42.01202694945055,581.932,18.471970000000002,18.9659,20.4895,24.5795,25.863,81.45050000000002,92.2058,267.54636,571.2089500000002,0.0,0.0,0.0,0.0,6000,15.155,26.162874833333333,19.131903130325707,100.956,15.86495,16.266,17.3575,19.7095,20.98,71.3553,76.00590000000003,84.472,90.8220260000004,0.0,0.0,0.0,0.0,6000,14.839,25.407206166666665,18.218021820301878,114.661,15.60597,16.05295,16.836,18.424,21.29925,69.0733,73.19,81.64482000000002,88.72531800000067,0.0,0.0,0.0,0.0,780.914,830.8995,831.9786,882.6574,844.8143699999999,896.2955099999999,857.0165489999999,905.119787
screen,bad,udp,1500,4096,1472,2000,nvme,direct-dsync,initialized,ordered-tuned,False,6000,792.202,835.3498940000001,29.190029721192428,946.73,796.2283500000001,802.37195,808.75875,817.408,864.02475,871.7379,874.76145,884.2019,917.0228440000005,0.0,0.0,0.0,0.0,100.0,0,6000,1035.592,1153.6398434999999,75.95544192594107,1652.887,1038.85789,1041.3029000000001,1049.44525,1201.0175,1208.52,1213.6979999999999,1216.89185,1231.86401,1279.9851390000001,100.0,0.0,0.0,0.0,6000,17.672,23.7574855,5.593537212574564,97.969,18.67198,19.135,19.96875,21.115499999999997,27.686999999999998,30.559700000000003,31.7651,35.90309,81.57737600000027,0.0,0.0,0.0,0.0,6000,12.62,15.116785333333333,3.676355269681947,89.311,13.344980000000001,13.626,14.206,14.657,15.16325,16.0541,17.56605,20.56607,76.25705000000002,0.0,0.0,0.0,0.0,6000,12.328,15.921745833333334,4.555259138171977,175.391,13.35097,13.6899,14.332,14.906,17.0155,18.684300000000004,19.285050000000002,23.098640000000078,78.56384700000018,0.0,0.0,0.0,0.0,809.5355,869.2585,814.8321000000001,875.9929999999999,848.4788100000001,897.05651,875.5613749999999,928.6812669999999
screen,bad,udp,1500,8192,1472,2000,nvme,direct-dsync,initialized,ordered-tuned,False,6000,805.541,917.4466785000001,95.17983166924495,1162.742,809.1168299999999,812.0948000000001,865.9365,871.5699999999999,957.04075,1073.3713,1076.0634,1088.1987000000001,1121.4909520000003,24.55,0.0,0.0,0.0,75.45,0,6000,903.078,1058.090747,79.29808612773907,1260.311,907.2529900000001,912.1289,968.13075,1082.354,1131.26725,1141.1402,1144.74745,1156.8672900000001,1195.466105000001,67.13333333333334,0.0,0.0,0.0,6000,23.287,28.95826166666667,6.015156757048306,97.453,24.60199,25.072,25.868,26.709,29.9675,36.192,38.87985,46.36179000000015,87.4104870000001,0.0,0.0,0.0,0.0,6000,13.972,16.760978,4.707942062959427,100.063,14.69197,15.062,15.614,16.09,16.68425,17.663800000000002,18.66955,30.254690000000057,71.47021700000005,0.0,0.0,0.0,0.0,6000,13.561,18.2278455,5.322260500917796,138.176,14.76792,15.196,16.05775,17.522,19.34225,20.1692,20.684050000000003,33.8135300000001,80.03541300000008,0.0,0.0,0.0,0.0,866.4925000000001,1071.008,872.5055,1078.2196999999999,904.0468199999999,1099.8328099999999,929.6387429999994,1131.8507029999998
screen,bad,udp,1500,65536,1472,2000,nvme,direct-dsync,initialized,ordered-tuned,False,6000,882.13,982.600125,37.39677498728166,1238.794,906.70766,927.53385,948.32425,989.1655,1002.65825,1029.1198000000002,1051.2608,1079.9799500000001,1115.4415660000006,27.233333333333334,0.0,0.0,0.0,72.76666666666667,0,6000,1131.816,1281.5527388333335,79.03006345769917,1614.782,1157.44821,1196.8286,1212.1302500000002,1255.435,1374.9005,1385.6645,1398.7996,1427.78842,1462.8476050000008,100.0,0.0,0.0,0.0,6000,94.773,113.6082305,18.735253143758243,236.553,96.92583,98.58194999999999,100.67425,102.881,121.53200000000001,146.53600000000006,153.5687,166.78403,188.43329500000004,0.0,0.0,0.0,0.0,6000,27.952,34.5852935,10.932147851742481,140.742,28.992939999999997,29.4659,30.36475,31.2025,32.7475,40.09710000000002,67.50255000000001,80.85804,94.86285600000016,0.0,0.0,0.0,0.0,6000,27.476,34.088824333333335,9.959415693393257,91.186,28.58795,29.105,29.975,30.877000000000002,33.0015,40.0656,66.41040000000001,75.27340000000001,86.68722400000004,0.0,0.0,0.0,0.0,949.358,994.4024999999999,1010.094,1056.9301,1040.70388,1094.0560799999998,1067.758969,1123.6337019999999
screen,bad,udp,9001,512,1472,2000,nvme,direct-dsync,initialized,ordered-tuned,False,6000,791.803,816.6889890000001,24.462459893822597,909.947,793.176,794.22,796.998,803.4970000000001,831.47225,850.353,863.7835,890.2449300000001,898.8755770000004,0.0,0.0,0.0,0.0,100.0,0,6000,1007.869,1080.417358,69.07436839486967,1347.668,1009.97295,1011.37895,1018.65675,1040.7305000000001,1163.61725,1169.2222,1175.98305,1220.6446600000002,1239.682495,100.0,0.0,0.0,0.0,6000,17.813,29.899421500000003,23.31178200674152,359.3,18.42397,18.784,19.569,20.575499999999998,24.8385,80.01090000000002,86.74820000000001,96.54370000000002,199.48013100000105,0.0,0.0,0.0,0.0,6000,15.341,25.49170033333333,18.73433420288891,131.048,15.905990000000001,16.27395,17.07275,18.544,20.494,69.69200000000001,74.10405,83.17040000000001,87.54630500000027,0.0,0.0,0.0,0.0,6000,14.598,24.104834166666667,18.219905648740315,102.122,15.60299,15.977,16.541,17.052500000000002,18.17625,68.4443,70.26735,81.74580000000002,85.46624200000004,0.0,0.0,0.0,0.0,798.1959999999999,831.4685,847.5502,882.57,862.97947,896.24267,872.1500649999998,901.989962
screen,bad,udp,9001,512,8973,2000,nvme,direct-dsync,initialized,ordered-tuned,False,6000,789.238,813.4737981666666,24.142255584474633,955.275,790.6989199999999,791.8756999999999,795.33425,801.369,823.8375,850.2132,865.1748,889.45862,899.430034,0.0,0.0,0.0,0.0,100.0,0,6000,862.007,883.141644,22.24606834925962,1044.008,863.88191,865.054,867.5577499999999,872.544,889.0155,921.8081999999999,935.4193,953.50511,964.937354,0.03333333333333333,0.0,0.0,0.0,6000,16.857,27.579888,21.130870776468,218.721,17.83799,18.2469,18.882,19.42,20.557499999999997,74.92670000000001,85.7252,89.79307000000004,110.86080700000016,0.0,0.0,0.0,0.0,6000,14.564,24.739767666666665,19.793392711163857,103.358,15.42698,15.88095,16.51075,17.086,18.52,70.18150000000001,80.4799,84.11710000000001,92.80487800000019,0.0,0.0,0.0,0.0,6000,14.679,24.291230333333335,19.273676875891635,147.573,15.31996,15.76295,16.3645,16.8945,17.93975,68.9739,78.44975,82.28331000000001,90.19879400000036,0.0,0.0,0.0,0.0,793.9925000000001,823.836,846.486,876.5284,863.7344800000001,894.1250399999999,872.435406,900.5613510000001
