footprint,layout,rows,phase,extension_phase,line_bytes,seed,rep,pattern,k,extension_denominator,compute_rounds,prefetch_extension,allocated_bytes,reserved_bytes,operations,extension_operations,useful_bytes,model_lines,model_pages,passes,elapsed_ns,ns_per_operation,checksum,logical_checksum,target_ns,calibration_batches,order_fingerprint
hot-control,dense96,128,0,0,64,12971,0,random,1,0,0,0,12288,20480,1779328,0,113876992,2668992,1793229,13901,3303193,1.85642725793,18024225457040812140,9306279668391368732,3000000,1,15295875633198626127
hot-control,dense96,128,0,0,64,12971,0,random,32,0,0,0,12288,20480,2498816,0,159924224,3748224,2518338,19522,3315682,1.32690122042,13656048444636071736,9306279668391368732,3000000,1,15295875633198626127
hot-control,dense96,128,0,0,64,12971,0,random,32,8,0,0,12288,20480,2151168,268896,146279424,3344394,2167974,16806,3217542,1.49571860496,5229907572065218408,17616150514491054332,3000000,1,15295875633198626127
hot-control,dense96,128,0,0,64,12971,0,random,8,0,0,0,12288,20480,2836864,0,181559296,4255296,2859027,22163,3294172,1.16120194694,2030802411408588820,9306279668391368732,3000000,1,15295875633198626127
hot-control,dense96,128,0,0,64,12971,0,random,8,1,0,0,12288,20480,1694464,1694464,162668544,3388928,1720940,13238,3290773,1.94207312755,7818209440307916424,11970490240414364428,3000000,1,15295875633198626127
hot-control,dense96,128,0,0,64,12971,0,random,32,1,0,0,12288,20480,1593728,1593728,152997888,3187456,1618630,12451,3282572,2.05968145129,13328611899783987364,11970490240414364428,3000000,1,15295875633198626127
hot-control,padded128,128,0,0,64,12971,0,random,32,8,0,0,16384,24576,2197504,274688,149430272,2472192,2197504,17168,3166262,1.44084470381,18149688388031579072,17616150514491054332,3000000,1,15295875633198626127
hot-control,padded128,128,0,0,64,12971,0,random,32,1,0,0,16384,24576,1712384,1712384,164388864,3424768,1712384,13378,3306393,1.93087122982,5033132390749739288,11970490240414364428,3000000,1,15295875633198626127
hot-control,padded128,128,0,0,64,12971,0,random,32,0,0,0,16384,24576,2514944,0,160956416,2514944,2514944,19648,3301103,1.31259503194,5655665944537228544,9306279668391368732,3000000,1,15295875633198626127
hot-control,padded128,128,0,0,64,12971,0,random,1,0,0,0,16384,24576,1918208,0,122765312,1918208,1918208,14986,3298462,1.71955387528,6521913268841600792,9306279668391368732,3000000,1,15295875633198626127
hot-control,padded128,128,0,0,64,12971,0,random,1,8,0,0,16384,24576,2062976,257872,140282368,2320848,2062976,16117,3303383,1.60127068856,5659803588613746988,17616150514491054332,3000000,1,15295875633198626127
hot-control,padded128,128,0,0,64,12971,0,random,1,1,0,0,16384,24576,1690368,1690368,162275328,3380736,1690368,13206,3300962,1.95280672611,12144147294948838664,11970490240414364428,3000000,1,15295875633198626127
hot-control,padded128,128,0,0,64,12971,0,random,8,8,0,0,16384,24576,2566784,320848,174541312,2887632,2566784,20053,3301092,1.28608094799,1517255551199073196,17616150514491054332,3000000,1,15295875633198626127
hot-control,padded128,128,0,0,64,12971,0,random,8,0,0,0,16384,24576,2915968,0,186621952,2915968,2915968,22781,3310292,1.13522919319,16374230553603912620,9306279668391368732,3000000,1,15295875633198626127
hot-control,padded128,128,0,0,64,12971,0,random,8,1,0,0,16384,24576,1824512,1824512,175153152,3649024,1824512,14254,3296122,1.8065773204,13431949126707660328,11970490240414364428,3000000,1,15295875633198626127
hot-control,split64+32,128,0,0,64,12971,1,random,32,0,0,0,12288,28672,2512256,0,160784384,2512256,2512256,19627,3291273,1.3100866313,13137977719123552948,9306279668391368732,3000000,1,15295875633198626127
hot-control,split64+32,128,0,0,64,12971,1,random,1,8,0,0,12288,28672,1760640,220080,119723520,1980720,1980720,13755,3303263,1.87617173301,12166918649491860500,17616150514491054332,3000000,1,15295875633198626127
hot-control,split64+32,128,0,0,64,12971,1,random,1,0,0,0,12288,28672,1914368,0,122519552,1914368,1914368,14956,3305342,1.72659697613,4034684322743813072,9306279668391368732,3000000,1,15295875633198626127
hot-control,split64+32,128,0,0,64,12971,1,random,32,8,0,0,12288,28672,2152448,269056,146366464,2421504,2421504,16816,3273143,1.52066066172,15370716053589797184,17616150514491054332,3000000,1,15295875633198626127
hot-control,split64+32,128,0,0,64,12971,1,random,8,1,0,0,12288,28672,1687808,1687808,162029568,3375616,3375616,13186,3295073,1.95227952469,12542015444885721112,11970490240414364428,3000000,1,15295875633198626127
hot-control,split64+32,128,0,0,64,12971,1,random,8,8,0,0,12288,28672,2280064,285008,155044352,2565072,2565072,17813,3307002,1.45039876074,17372420829677827756,17616150514491054332,3000000,1,15295875633198626127
hot-control,split64+32,128,0,0,64,12971,1,random,8,0,0,0,12288,28672,2904960,0,185917440,2904960,2904960,22695,3293013,1.13358290648,9244174241456921156,9306279668391368732,3000000,1,15295875633198626127
hot-control,split64+32,128,0,0,64,12971,1,random,32,1,0,0,12288,28672,1563392,1563392,150085632,3126784,3126784,12214,3320783,2.12408852035,17121012272850566792,11970490240414364428,3000000,1,15295875633198626127
hot-control,split64+32,128,0,0,64,12971,1,random,1,1,0,0,12288,28672,1550976,1550976,148893696,3101952,3101952,12117,3301063,2.12837787303,18128335596358969084,11970490240414364428,3000000,1,15295875633198626127
hot-control,dense96,128,0,0,64,12971,1,random,8,1,0,0,12288,20480,1697536,1697536,162963456,3395072,1724060,13262,3306503,1.94782496513,18408814104609388456,11970490240414364428,3000000,1,15295875633198626127
hot-control,dense96,128,0,0,64,12971,1,random,32,0,0,0,12288,20480,2490368,0,159383552,3735552,2509824,19456,3309552,1.32894094367,8184144763220938752,9306279668391368732,3000000,1,15295875633198626127
hot-control,dense96,128,0,0,64,12971,1,random,32,8,0,0,12288,20480,2206720,275840,150056960,3430760,2223960,17240,3296782,1.49397386166,13687184345428429472,17616150514491054332,3000000,1,15295875633198626127
hot-control,dense96,128,0,0,64,12971,1,random,1,8,0,0,12288,20480,1588224,198528,107999232,2469192,1600632,12408,3315292,2.08742091796,5725054420525053472,17616150514491054332,3000000,1,15295875633198626127
hot-control,dense96,128,0,0,64,12971,1,random,8,0,0,0,12288,20480,2844544,0,182050816,4266816,2866767,22223,3308043,1.16294316418,7005260303604164260,9306279668391368732,3000000,1,15295875633198626127
hot-control,dense96,128,0,0,64,12971,1,random,1,1,0,0,12288,20480,1583232,1583232,151990272,3166464,1607970,12369,3309123,2.09010618785,9425848092412339916,11970490240414364428,3000000,1,15295875633198626127
hot-control,dense96,128,0,0,64,12971,1,random,1,0,0,0,12288,20480,1776896,0,113721344,2665344,1790778,13882,3288992,1.85097608414,7225608420990770776,9306279668391368732,3000000,1,15295875633198626127
hot-control,dense96,128,0,0,64,12971,1,random,32,1,0,0,12288,20480,1602432,1602432,153833472,3204864,1627470,12519,3300812,2.05987648774,15665209004740497364,11970490240414364428,3000000,1,15295875633198626127
hot-control,dense96,128,0,0,64,12971,1,random,8,8,0,0,12288,20480,2400128,300016,163208704,3731449,2418879,18751,3304102,1.37663574609,13038913378528543236,17616150514491054332,3000000,1,15295875633198626127
hot-control,padded128,128,0,0,64,12971,1,random,1,8,0,0,16384,24576,2060672,257584,140125696,2318256,2060672,16099,3303633,1.60318235993,2163743580837146484,17616150514491054332,3000000,1,15295875633198626127
hot-control,padded128,128,0,0,64,12971,1,random,32,8,0,0,16384,24576,2287744,285968,155566592,2573712,2287744,17873,3302643,1.44362437406,4430295423987093948,17616150514491054332,3000000,1,15295875633198626127
hot-control,padded128,128,0,0,64,12971,1,random,8,1,0,0,16384,24576,1839744,1839744,176615424,3679488,1839744,14373,3303272,1.79550633132,17520994060381552828,11970490240414364428,3000000,1,15295875633198626127
hot-control,padded128,128,0,0,64,12971,1,random,8,8,0,0,16384,24576,2558080,319760,173949440,2877840,2558080,19985,3292952,1.28727483112,2657385356928233660,17616150514491054332,3000000,1,15295875633198626127
hot-control,padded128,128,0,0,64,12971,1,random,1,0,0,0,16384,24576,1918208,0,122765312,1918208,1918208,14986,3303923,1.72240080325,6521913268841600792,9306279668391368732,3000000,1,15295875633198626127
hot-control,padded128,128,0,0,64,12971,1,random,32,0,0,0,16384,24576,2507520,0,160481280,2507520,2507520,19590,3292553,1.31307148099,847023315414838952,9306279668391368732,3000000,1,15295875633198626127
hot-control,padded128,128,0,0,64,12971,1,random,32,1,0,0,16384,24576,1702656,1702656,163454976,3405312,1702656,13302,3282802,1.92804770899,17613077804735623560,11970490240414364428,3000000,1,15295875633198626127
hot-control,padded128,128,0,0,64,12971,1,random,1,1,0,0,16384,24576,1689600,1689600,162201600,3379200,1689600,13200,3302702,1.95472419508,14108182147300858560,11970490240414364428,3000000,1,15295875633198626127
hot-control,padded128,128,0,0,64,12971,1,random,8,0,0,0,16384,24576,2916864,0,186679296,2916864,2916864,22788,3304972,1.13305659777,7731211937505287280,9306279668391368732,3000000,1,15295875633198626127
hot-control,split64+32,128,32,32,64,12971,0,random,32,1,0,0,20480,36864,1541376,1541376,147972096,4624128,3106836,12042,3276932,2.12597834662,5785283103340114552,11970490240414364428,3000000,1,15295875633198626127
hot-control,split64+32,128,32,32,64,12971,0,random,8,0,0,0,20480,36864,2907520,0,186081280,5815040,2952950,22715,3295912,1.13358188422,10902326872188779636,9306279668391368732,3000000,1,15295875633198626127
hot-control,split64+32,128,32,32,64,12971,0,random,1,0,0,0,20480,36864,1909120,0,122183680,3818240,1938950,14915,3310052,1.73381034194,9858843466598278996,9306279668391368732,3000000,1,15295875633198626127
hot-control,split64+32,128,32,32,64,12971,0,random,32,8,0,0,20480,36864,2135424,266928,145208832,4537776,2435718,16683,3250003,1.5219473978,15159194987392626260,17616150514491054332,3000000,1,15295875633198626127
hot-control,split64+32,128,32,32,64,12971,0,random,8,1,0,0,20480,36864,1683200,1683200,161587200,5049600,3392700,13150,3291592,1.95555608365,5879480485288288872,11970490240414364428,3000000,1,15295875633198626127
hot-control,split64+32,128,32,32,64,12971,0,random,32,0,0,0,20480,36864,2507776,0,160497664,5015552,2546960,19592,3290933,1.31229144868,1012838578488024800,9306279668391368732,3000000,1,15295875633198626127
hot-control,split64+32,128,32,32,64,12971,0,random,8,8,0,0,20480,36864,2270080,283760,154365440,4823920,2589310,17735,3290993,1.44972556033,8371742153882409444,17616150514491054332,3000000,1,15295875633198626127
hot-control,split64+32,128,32,32,64,12971,0,random,1,1,0,0,20480,36864,1545984,1545984,148414464,4637952,3116124,12078,3295173,2.13144055825,12447818062937546792,11970490240414364428,3000000,1,15295875633198626127
hot-control,split64+32,128,32,32,64,12971,0,random,1,8,0,0,20480,36864,1753216,219152,119218688,3725584,1999762,13697,3286023,1.87428303187,5001112863036048124,17616150514491054332,3000000,1,15295875633198626127
hot-control,dense96,128,32,32,64,12971,0,random,1,8,0,0,16384,24576,1588480,198560,108016640,2494410,1613300,12410,3299422,2.07709382554,4063867302088058904,17616150514491054332,3000000,1,15295875633198626127
hot-control,dense96,128,32,32,64,12971,0,random,8,8,0,0,16384,24576,2398464,299808,163095552,3766338,2435940,18738,3290412,1.37188300512,5389885574659456312,17616150514491054332,3000000,1,15295875633198626127
hot-control,dense96,128,32,32,64,12971,0,random,1,1,0,0,16384,24576,1592960,1592960,152924160,3185920,1617850,12445,3308852,2.07717205705,15292646752136007260,11970490240414364428,3000000,1,15295875633198626127
hot-control,dense96,128,32,32,64,12971,0,random,1,0,0,0,16384,24576,1773184,0,113483776,2659776,1787037,13853,3284812,1.85249359345,14044659143284351788,9306279668391368732,3000000,1,15295875633198626127
hot-control,dense96,128,32,32,64,12971,0,random,32,0,0,0,16384,24576,2480128,0,158728192,3720192,2499504,19376,3291323,1.32707787663,1551534240293504832,9306279668391368732,3000000,1,15295875633198626127
hot-control,dense96,128,32,32,64,12971,0,random,32,8,0,0,16384,24576,2156672,269584,146653696,3386649,2190370,16849,3219502,1.49281021871,6407872673088938428,17616150514491054332,3000000,1,15295875633198626127
hot-control,dense96,128,32,32,64,12971,0,random,8,0,0,0,16384,24576,2838528,0,181665792,4257792,2860704,22176,3305092,1.1643682923,12331973658239072640,9306279668391368732,3000000,1,15295875633198626127
hot-control,dense96,128,32,32,64,12971,0,random,8,1,0,0,16384,24576,1698176,1698176,163024896,3396352,1724710,13267,3321712,1.95604695862,4474289011843004132,11970490240414364428,3000000,1,15295875633198626127
hot-control,dense96,128,32,32,64,12971,0,random,32,1,0,0,16384,24576,1607040,1607040,154275840,3214080,1632150,12555,3315063,2.06283788829,3880999890628377988,11970490240414364428,3000000,1,15295875633198626127
hot-control,padded128,128,32,32,64,12971,0,random,32,8,0,0,20480,28672,2241280,280160,152407040,4482560,2241280,17510,3234763,1.44326590163,10787852240948782184,17616150514491054332,3000000,1,15295875633198626127
hot-control,padded128,128,32,32,64,12971,0,random,32,1,0,0,20480,28672,1698048,1698048,163012608,3396096,1698048,13266,3285952,1.9351349314,10950542845138191320,11970490240414364428,3000000,1,15295875633198626127
hot-control,padded128,128,32,32,64,12971,0,random,32,0,0,0,20480,28672,2502400,0,160153600,5004800,2502400,19550,3288992,1.31433503836,15977462127660673608,9306279668391368732,3000000,1,15295875633198626127
hot-control,padded128,128,32,32,64,12971,0,random,1,0,0,0,20480,28672,1908864,0,122167296,3817728,1908864,14913,3299382,1.72845315329,9693028203525093148,9306279668391368732,3000000,1,15295875633198626127
hot-control,padded128,128,32,32,64,12971,0,random,1,8,0,0,20480,28672,2060288,257536,140099584,4120576,2060288,16096,3302422,1.6028933819,4655524258492638336,17616150514491054332,3000000,1,15295875633198626127
hot-control,padded128,128,32,32,64,12971,0,random,1,1,0,0,20480,28672,1690240,1690240,162263040,3380480,1690240,13205,3297412,1.95085431655,173657054534474236,11970490240414364428,3000000,1,15295875633198626127
hot-control,padded128,128,32,32,64,12971,0,random,8,8,0,0,20480,28672,2547968,318496,173261824,5095936,2547968,19906,3281673,1.28795691312,12934044314060864248,17616150514491054332,3000000,1,15295875633198626127
hot-control,padded128,128,32,32,64,12971,0,random,8,0,0,0,20480,28672,2913408,0,186458112,5826816,2913408,22761,3306512,1.13492926497,14716077922872054140,9306279668391368732,3000000,1,15295875633198626127
hot-control,padded128,128,32,32,64,12971,0,random,8,1,0,0,20480,28672,1837696,1837696,176418816,3675392,1837696,14357,3306142,1.79906905168,10460590950847238140,11970490240414364428,3000000,1,15295875633198626127
hot-control,split64+32,128,32,32,64,12971,1,random,32,0,0,0,20480,36864,2513536,0,160866304,5027072,2552810,19637,3307112,1.31572096043,13967054034489482188,9306279668391368732,3000000,1,15295875633198626127
hot-control,split64+32,128,32,32,64,12971,1,random,1,8,0,0,20480,36864,1760768,220096,119732224,3741632,2008376,13756,3301002,1.87475124491,11336325090273363216,17616150514491054332,3000000,1,15295875633198626127
hot-control,split64+32,128,32,32,64,12971,1,random,1,0,0,0,20480,36864,1913216,0,122445824,3826432,1943110,14947,3317842,1.73417010939,12511887675769252564,9306279668391368732,3000000,1,15295875633198626127
hot-control,split64+32,128,32,32,64,12971,1,random,32,8,0,0,20480,36864,2164480,270560,147184640,4599520,2468860,16910,3309373,1.52894598241,11081897781889258952,17616150514491054332,3000000,1,15295875633198626127
hot-control,split64+32,128,32,32,64,12971,1,random,8,1,0,0,20480,36864,1690624,1690624,162299904,5071872,3407664,13208,3312312,1.95922452302,17638383702068015904,11970490240414364428,3000000,1,15295875633198626127
hot-control,split64+32,128,32,32,64,12971,1,random,8,8,0,0,20480,36864,2277376,284672,154861568,4839424,2597632,17792,3301612,1.4497439158,16368141499556719104,17616150514491054332,3000000,1,15295875633198626127
hot-control,split64+32,128,32,32,64,12971,1,random,8,0,0,0,20480,36864,2915584,0,186597376,5831168,2961140,22778,3302923,1.13285125724,6902135622139358040,9306279668391368732,3000000,1,15295875633198626127
hot-control,split64+32,128,32,32,64,12971,1,random,32,1,0,0,20480,36864,1552640,1552640,149053440,4657920,3129540,12130,3293483,2.12121483409,7724012058359742104,11970490240414364428,3000000,1,15295875633198626127
hot-control,split64+32,128,32,32,64,12971,1,random,1,1,0,0,20480,36864,1548672,1548672,148672512,4646016,3121542,12099,3305213,2.13422403194,5573696079705477156,11970490240414364428,3000000,1,15295875633198626127
hot-control,dense96,128,32,32,64,12971,1,random,8,1,0,0,16384,24576,1688320,1688320,162078720,3376640,1714700,13190,3296013,1.9522442428,5083744185414523976,11970490240414364428,3000000,1,15295875633198626127
hot-control,dense96,128,32,32,64,12971,1,random,32,0,0,0,16384,24576,2473344,0,158294016,3710016,2492667,19323,3281432,1.3267188066,6380801805708855668,9306279668391368732,3000000,1,15295875633198626127
hot-control,dense96,128,32,32,64,12971,1,random,32,8,0,0,16384,24576,2198528,274816,149499904,3452376,2232880,17176,3290592,1.49672508151,11504939914283600800,17616150514491054332,3000000,1,15295875633198626127
hot-control,dense96,128,32,32,64,12971,1,random,1,8,0,0,16384,24576,1587712,198464,107964416,2493204,1612520,12404,3293943,2.0746476691,9047428657399042608,17616150514491054332,3000000,1,15295875633198626127
hot-control,dense96,128,32,32,64,12971,1,random,8,0,0,0,16384,24576,2839296,0,181714944,4258944,2861478,22182,3302092,1.16299674285,12829419447458630184,9306279668391368732,3000000,1,15295875633198626127
hot-control,dense96,128,32,32,64,12971,1,random,1,1,0,0,16384,24576,1587584,1587584,152408064,3175168,1612390,12403,3303253,2.08067919556,10594146644890594916,11970490240414364428,3000000,1,15295875633198626127
hot-control,dense96,128,32,32,64,12971,1,random,1,0,0,0,16384,24576,1779840,0,113909760,2669760,1793745,13905,3298973,1.85352222672,18355855983187183836,9306279668391368732,3000000,1,15295875633198626127
hot-control,dense96,128,32,32,64,12971,1,random,32,1,0,0,16384,24576,1602304,1602304,153821184,3204608,1627340,12518,3302903,2.06134603671,3694718764326132936,11970490240414364428,3000000,1,15295875633198626127
hot-control,dense96,128,32,32,64,12971,1,random,8,8,0,0,16384,24576,2402432,300304,163365376,3772569,2439970,18769,3304272,1.37538627524,16534973386305143740,17616150514491054332,3000000,1,15295875633198626127
hot-control,padded128,128,32,32,64,12971,1,random,1,8,0,0,20480,28672,2056576,257072,139847168,4113152,2056576,16067,3296822,1.60306353862,10295993402119507956,17616150514491054332,3000000,1,15295875633198626127
hot-control,padded128,128,32,32,64,12971,1,random,32,8,0,0,20480,28672,2287104,285888,155523072,4574208,2287104,17868,3295842,1.44105471373,8583263220079580368,17616150514491054332,3000000,1,15295875633198626127
hot-control,padded128,128,32,32,64,12971,1,random,8,1,0,0,20480,28672,1835904,1835904,176246784,3671808,1835904,14343,3299992,1.79747524925,8894424248432100692,11970490240414364428,3000000,1,15295875633198626127
hot-control,padded128,128,32,32,64,12971,1,random,8,8,0,0,20480,28672,2554752,319344,173723136,5109504,2554752,19959,3305752,1.29396199709,5806073822899611428,17616150514491054332,3000000,1,15295875633198626127
hot-control,padded128,128,32,32,64,12971,1,random,1,0,0,0,20480,28672,1910016,0,122241024,3820032,1910016,14922,3300572,1.72803369186,1215824850499653656,9306279668391368732,3000000,1,15295875633198626127
hot-control,padded128,128,32,32,64,12971,1,random,32,0,0,0,20480,28672,2513152,0,160841728,5026304,2513152,19634,3300313,1.31321662995,4494959103024927608,9306279668391368732,3000000,1,15295875633198626127
hot-control,padded128,128,32,32,64,12971,1,random,32,1,0,0,20480,28672,1706112,1706112,163786752,3412224,1706112,13329,3289943,1.92832768306,8774920969151534028,11970490240414364428,3000000,1,15295875633198626127
hot-control,padded128,128,32,32,64,12971,1,random,1,1,0,0,20480,28672,1695872,1695872,162803712,3391744,1695872,13249,3332273,1.96493190524,10366393568899063820,11970490240414364428,3000000,1,15295875633198626127
hot-control,padded128,128,32,32,64,12971,1,random,8,0,0,0,20480,28672,2907776,0,186097664,5815552,2907776,22717,3382292,1.16318863626,11068142135261965484,9306279668391368732,3000000,1,15295875633198626127
hot-control,padded128,128,0,0,64,918273,0,random,1,8,0,0,16384,24576,1997568,249696,135834624,2247264,1997568,15606,3198792,1.60134323337,13751599255084854546,3366117645591835083,3000000,1,12731324740478447990
hot-control,padded128,128,0,0,64,918273,0,random,32,8,0,0,16384,24576,2249216,281152,152946688,2530368,2249216,17572,3249292,1.44463315217,9157768026903597580,3366117645591835083,3000000,1,12731324740478447990
hot-control,padded128,128,0,0,64,918273,0,random,8,0,0,0,16384,24576,2917248,0,186703872,2917248,2917248,22791,3304863,1.13287008852,12568990769410906257,18073358668449387431,3000000,1,12731324740478447990
hot-control,padded128,128,0,0,64,918273,0,random,32,0,0,0,16384,24576,2512256,0,160784384,2512256,2512256,19627,3294213,1.3112568942,13368792295159084173,18073358668449387431,3000000,1,12731324740478447990
hot-control,padded128,128,0,0,64,918273,0,random,32,1,0,0,16384,24576,1705216,1705216,163700736,3410432,1705216,13322,3291102,1.93002059563,1122695393536071456,4137516438045164112,3000000,1,12731324740478447990
hot-control,padded128,128,0,0,64,918273,0,random,8,8,0,0,16384,24576,2553600,319200,173644800,2872800,2553600,19950,3284532,1.28623590226,7898601254342023610,3366117645591835083,3000000,1,12731324740478447990
hot-control,padded128,128,0,0,64,918273,0,random,8,1,0,0,16384,24576,1839616,1839616,176603136,3679232,1839616,14372,3307602,1.79798501426,10530098019213759296,4137516438045164112,3000000,1,12731324740478447990
hot-control,padded128,128,0,0,64,918273,0,random,1,0,0,0,16384,24576,1921152,0,122953728,1921152,1921152,15009,3311032,1.72346175628,3668650857899438599,18073358668449387431,3000000,1,12731324740478447990
hot-control,padded128,128,0,0,64,918273,0,random,1,1,0,0,16384,24576,1688320,1688320,162078720,3376640,1688320,13190,3295612,1.95200672858,8372847782860957152,4137516438045164112,3000000,1,12731324740478447990
hot-control,dense96,128,0,0,64,918273,0,random,32,0,0,0,12288,20480,2471680,0,158187520,3707520,2490990,19310,3285682,1.32933146686,2604757246664269506,18073358668449387431,3000000,1,12731324740478447990
hot-control,dense96,128,0,0,64,918273,0,random,8,1,0,0,12288,20480,1695360,1695360,162754560,3390720,1721850,13245,3292762,1.94221994149,14575322990830363920,4137516438045164112,3000000,1,12731324740478447990
hot-control,dense96,128,0,0,64,918273,0,random,1,1,0,0,12288,20480,1583488,1583488,152014848,3166976,1608230,12371,3300342,2.08422293064,13947794586429046768,4137516438045164112,3000000,1,12731324740478447990
hot-control,dense96,128,0,0,64,918273,0,random,1,0,0,0,12288,20480,1768576,0,113188864,2652864,1782393,13817,3274142,1.85128713722,6022196158985908335,18073358668449387431,3000000,1,12731324740478447990
hot-control,dense96,128,0,0,64,918273,0,random,32,8,0,0,12288,20480,2177792,272224,148089856,3385786,2211820,17014,3258493,1.49623701437,12432017305033886098,3366117645591835083,3000000,1,12731324740478447990
hot-control,dense96,128,0,0,64,918273,0,random,8,8,0,0,12288,20480,2392576,299072,162695168,3719708,2429960,18692,3302813,1.38044225136,16073740053010360876,3366117645591835083,3000000,1,12731324740478447990
hot-control,dense96,128,0,0,64,918273,0,random,32,1,0,0,12288,20480,1602432,1602432,153833472,3204864,1627470,12519,3302732,2.06107466651,17557672984698132016,4137516438045164112,3000000,1,12731324740478447990
hot-control,dense96,128,0,0,64,918273,0,random,8,0,0,0,12288,20480,2840448,0,181788672,4260672,2862639,22191,3299043,1.16145164425,15239305040994797865,18073358668449387431,3000000,1,12731324740478447990
hot-control,dense96,128,0,0,64,918273,0,random,1,8,0,0,12288,20480,1585920,198240,107842560,2465610,1610700,12390,3298432,2.07982243745,16556022299250026210,3366117645591835083,3000000,1,12731324740478447990
hot-control,split64+32,128,0,0,64,918273,0,random,1,1,0,0,12288,28672,1544960,1544960,148316160,3089920,3089920,12070,3294302,2.13228950911,4487199673374607328,4137516438045164112,3000000,1,12731324740478447990
hot-control,split64+32,128,0,0,64,918273,0,random,1,8,0,0,12288,28672,1764224,220528,119967232,1984752,1984752,13783,3308992,1.87560763259,1638163812740634749,3366117645591835083,3000000,1,12731324740478447990
hot-control,split64+32,128,0,0,64,918273,0,random,32,1,0,0,12288,28672,1560320,1560320,149790720,3120640,3120640,12190,3314402,2.12418093724,2927082248636407136,4137516438045164112,3000000,1,12731324740478447990
hot-control,split64+32,128,0,0,64,918273,0,random,8,0,0,0,12288,28672,2899328,0,185556992,2899328,2899328,22651,3297202,1.13722973048,9502715284705237309,18073358668449387431,3000000,1,12731324740478447990
hot-control,split64+32,128,0,0,64,918273,0,random,1,0,0,0,12288,28672,1902336,0,121749504,1902336,1902336,14862,3287102,1.72792924068,3216073210014918946,18073358668449387431,3000000,1,12731324740478447990
hot-control,split64+32,128,0,0,64,918273,0,random,8,8,0,0,12288,28672,2263936,282992,153947648,2546928,2546928,17687,3286502,1.45167619579,8879671722064048189,3366117645591835083,3000000,1,12731324740478447990
hot-control,split64+32,128,0,0,64,918273,0,random,32,8,0,0,12288,28672,2147456,268432,146027008,2415888,2415888,16777,3274432,1.52479585146,7872130469279690915,3366117645591835083,3000000,1,12731324740478447990
hot-control,split64+32,128,0,0,64,918273,0,random,8,1,0,0,12288,28672,1693312,1693312,162557952,3386624,3386624,13229,3300442,1.94910447691,3715292203236392976,4137516438045164112,3000000,1,12731324740478447990
hot-control,split64+32,128,0,0,64,918273,0,random,32,0,0,0,12288,28672,2514432,0,160923648,2514432,2514432,19644,3293082,1.30967232361,7021240405736293028,18073358668449387431,3000000,1,12731324740478447990
