key,node,second,interval_seconds,read_ops,write_ops,read_bytes,write_bytes,read_time_us,write_time_us,volume_iops_exceeded_us,volume_tp_exceeded_us,instance_iops_exceeded_us,instance_tp_exceeded_us,queue_length
00-raw-129k-r0,use1-az1,28.91685963,1.100660483,0,36052,0,584585216,0,523843,0,0,0,0,1
00-raw-129k-r0,use1-az1,30.017524453,1.100661448,0,36120,0,585703424,0,524093,0,0,0,0,1
00-raw-129k-r0,use1-az1,31.11819706,1.100666001,0,36079,0,584994816,0,525883,0,0,0,0,1
00-raw-129k-r0,use1-az1,32.218858676,1.10066162,0,35949,0,582516736,0,520713,0,0,0,0,1
00-raw-129k-r0,use1-az1,33.319517836,1.100661251,0,35944,0,582258688,0,521569,0,0,0,0,1
00-raw-129k-r0,use1-az1,34.420201774,1.100662947,0,36226,0,587550720,0,525379,0,0,0,0,2
00-raw-129k-r0,use1-az1,35.520801083,1.100661862,0,36009,0,583684096,0,519717,0,0,0,0,1
00-raw-129k-r0,use1-az1,36.621539715,1.100666375,0,36049,0,584392704,0,521346,0,0,0,0,1
00-raw-129k-r0,use1-az1,37.7221569,1.100664552,0,36003,0,583426048,0,523557,0,0,0,0,1
00-raw-129k-r0,use1-az1,38.822825109,1.100669188,0,36117,0,585445376,0,520516,0,0,0,0,1
00-raw-129k-r0,use1-az1,39.92350505,1.100675177,0,36192,0,586768384,0,521641,0,0,0,0,1
00-raw-129k-r0,use1-az1,41.024204429,1.10066211,0,35986,0,583073792,0,515621,0,0,0,0,3
00-raw-129k-r0,use1-az1,42.124816174,1.100663558,0,36061,0,584466432,0,519862,0,0,0,0,1
00-raw-129k-r0,use1-az1,43.225452439,1.100661897,0,35978,0,583360512,0,520094,0,0,0,0,3
00-raw-129k-r0,use1-az1,44.326136368,1.100662876,0,36038,0,583921664,0,518932,0,0,0,0,1
00-raw-129k-r0,use1-az1,45.42684554,1.100671961,0,35951,0,582721536,0,516603,0,0,0,0,1
00-raw-129k-r0,use1-az1,46.527507818,1.100662732,0,35883,0,581472256,0,522858,0,0,0,0,1
00-raw-129k-r0,use1-az1,47.628110915,1.100630479,0,35985,0,583008256,0,519635,0,0,0,0,1
00-raw-129k-r0,use1-az1,48.728723806,1.100666017,0,35996,0,583200768,0,521077,0,0,0,0,2
00-raw-129k-r0,use1-az1,49.829452999,1.100675762,0,36155,0,586022912,0,526379,0,0,0,0,1
00-raw-129k-r0,use1-az1,50.930135323,1.100661016,0,35935,0,582127616,0,517980,0,0,0,0,1
00-raw-129k-r0,use1-az1,52.03080365,1.100664363,0,36092,0,584990720,0,522177,0,0,0,0,1
00-raw-129k-r0,use1-az1,53.131455404,1.100663267,0,36007,0,583647232,0,522340,0,0,0,0,1
00-raw-129k-r0,use1-az1,54.232121588,1.100662036,0,36087,0,585084928,0,522492,0,0,0,0,1
00-raw-129k-r0,use1-az1,55.33276281,1.100664031,0,35937,0,582479872,0,520311,0,0,0,0,2
00-raw-129k-r0,use1-az1,56.433460729,1.100664678,0,36082,0,585052160,0,522542,0,0,0,0,1
00-raw-129k-r0,use1-az1,57.534129057,1.100667373,0,35963,0,582893568,0,517890,0,0,0,0,2
00-raw-129k-r0,use1-az1,58.634793511,1.100661475,0,36004,0,583491584,0,520318,0,0,0,0,1
00-raw-129k-r0,use1-az1,59.735426421,1.100662984,0,36136,0,585981952,0,521732,0,0,0,0,3
00-raw-129k-r0,use1-az2,0.399254022,1.100734604,0,12944,0,210690048,0,193713,0,0,0,0,1
00-raw-129k-r0,use1-az2,1.499998413,1.100715052,0,36049,0,584540160,0,542090,0,0,0,0,1
00-raw-129k-r0,use1-az2,2.600837755,1.100716712,0,36140,0,585940992,0,533002,0,0,0,0,3
00-raw-129k-r0,use1-az2,3.701441787,1.100715968,0,36074,0,584704000,0,529631,0,0,0,0,2
00-raw-129k-r0,use1-az2,4.802419488,1.100710991,0,36145,0,585900032,0,537361,0,0,0,0,1
00-raw-129k-r0,use1-az2,5.903006196,1.100714529,0,36043,0,584450048,0,539263,0,0,0,0,1
00-raw-129k-r0,use1-az2,7.003744219,1.100705002,0,36002,0,583716864,0,540068,0,0,0,0,1
00-raw-129k-r0,use1-az2,8.104347801,1.100713236,0,36219,0,587407360,0,535907,0,0,0,0,2
00-raw-129k-r0,use1-az2,9.205017221,1.100708523,0,36104,0,585129984,0,535594,0,0,0,0,1
00-raw-129k-r0,use1-az2,10.305675815,1.100711971,0,36062,0,584626176,0,536425,0,0,0,0,3
00-raw-129k-r0,use1-az2,11.406518287,1.100704402,0,36001,0,583499776,0,526309,0,0,0,0,1
00-raw-129k-r0,use1-az2,12.507278384,1.100717218,0,35936,0,582418432,0,535720,0,0,0,0,1
00-raw-129k-r0,use1-az2,13.607825165,1.100713362,0,36088,0,584441856,0,547386,0,0,0,0,3
00-raw-129k-r0,use1-az2,14.708623014,1.100696952,0,36030,0,584056832,0,548079,0,0,0,0,1
00-raw-129k-r0,use1-az2,15.809394195,1.100716458,0,35951,0,582479872,0,539503,0,0,0,0,3
00-raw-129k-r0,use1-az2,16.909998978,1.100710771,0,35955,0,582520832,0,538484,0,0,0,0,1
00-raw-129k-r0,use1-az2,18.010761748,1.100708985,0,36134,0,585621504,0,533691,0,0,0,0,1
00-raw-129k-r0,use1-az2,19.111521305,1.100713377,0,36105,0,585326592,0,531649,0,0,0,0,1
00-raw-129k-r0,use1-az2,20.2121853,1.100716928,0,36184,0,586342400,0,533750,0,0,0,0,1
00-raw-129k-r0,use1-az2,21.312865089,1.100701626,0,36144,0,585859072,0,528990,0,0,0,0,1
00-raw-129k-r0,use1-az2,22.413631434,1.100706346,0,35964,0,582615040,0,527035,0,0,0,0,1
00-raw-129k-r0,use1-az2,23.514263406,1.100719955,0,35985,0,583024640,0,524349,0,0,0,0,1
00-raw-129k-r0,use1-az2,24.615228841,1.100716492,0,35944,0,582545408,0,524411,0,0,0,0,3
00-raw-129k-r0,use1-az2,25.715759893,1.100721982,0,36092,0,584790016,0,526611,0,0,0,0,1
00-raw-129k-r0,use1-az2,26.81641982,1.100697485,0,35974,0,582868992,0,529632,0,0,0,0,1
00-raw-129k-r0,use1-az2,27.917064196,1.100703877,0,36173,0,586366976,0,533939,0,0,0,0,1
00-raw-129k-r0,use1-az2,29.017968778,1.100721809,0,36065,0,584740864,0,530786,0,0,0,0,2
00-raw-129k-r0,use1-az2,30.118479985,1.100706261,0,36140,0,586211328,0,532003,0,0,0,0,3
00-raw-129k-r0,use1-az2,31.219281558,1.10071169,0,36025,0,583933952,0,525666,0,0,0,0,3
00-raw-129k-r0,use1-az2,32.31992704,1.100712942,0,35967,0,582807552,0,526291,0,0,0,0,1
00-raw-129k-r0,use1-az2,33.420810748,1.100713034,0,36003,0,583434240,0,522535,0,0,0,0,1
00-raw-129k-r0,use1-az2,34.521388282,1.100700143,0,36147,0,586174464,0,542175,0,0,0,0,1
00-raw-129k-r0,use1-az2,35.622199672,1.100717866,0,36015,0,583790592,0,533756,0,0,0,0,1
00-raw-129k-r0,use1-az2,36.722759111,1.100718656,0,36044,0,584187904,0,531813,0,0,0,0,2
00-raw-129k-r0,use1-az2,37.823474514,1.100710069,0,35998,0,583430144,0,534766,0,0,0,0,1
00-raw-129k-r0,use1-az2,38.92423226,1.100696235,0,36187,0,586616832,0,539525,0,0,0,0,2
00-raw-129k-r0,use1-az2,40.024887175,1.100713214,0,36144,0,585940992,0,537850,0,0,0,0,1
00-raw-129k-r0,use1-az2,41.125647132,1.100716047,0,36046,0,584032256,0,530127,0,0,0,0,1
00-raw-129k-r0,use1-az2,42.226463209,1.100714697,0,35960,0,582742016,0,531755,0,0,0,0,1
00-raw-129k-r0,use1-az2,43.327109642,1.100709478,0,36043,0,584523776,0,524589,0,0,0,0,1
00-raw-129k-r0,use1-az2,44.427740663,1.100721531,0,36040,0,583974912,0,526846,0,0,0,0,3
00-raw-129k-r0,use1-az2,45.528509919,1.100707334,0,35936,0,582397952,0,539521,0,0,0,0,1
00-raw-129k-r0,use1-az2,46.629324133,1.100721501,0,35905,0,581861376,0,537654,0,0,0,0,1
00-raw-129k-r0,use1-az2,47.729985023,1.100718417,0,36003,0,583327744,0,534436,0,0,0,0,1
00-raw-129k-r0,use1-az2,48.830902917,1.100715867,0,36015,0,583516160,0,536244,0,0,0,0,1
00-raw-129k-r0,use1-az2,49.931227546,1.100699915,0,36160,0,586190848,0,538277,0,0,0,0,3
00-raw-129k-r0,use1-az2,51.032008459,1.100695308,0,35849,0,580485120,0,530024,0,0,0,0,1
00-raw-129k-r0,use1-az2,52.132827108,1.100718277,0,36132,0,585728000,0,531365,0,0,0,0,1
00-raw-129k-r0,use1-az2,53.233413802,1.100707184,0,36041,0,584220672,0,530698,0,0,0,0,2
00-raw-129k-r0,use1-az2,54.334313904,1.100711527,0,36010,0,583815168,0,522350,0,0,0,0,3
00-raw-129k-r0,use1-az2,55.43492945,1.100711924,0,36009,0,583729152,0,524978,0,0,0,0,3
00-raw-129k-r0,use1-az2,56.535628608,1.100713952,0,36007,0,583782400,0,524523,0,0,0,0,1
00-raw-129k-r0,use1-az2,57.636410446,1.100707118,0,36015,0,583802880,0,525638,0,0,0,0,1
00-raw-129k-r0,use1-az2,58.737128368,1.10071619,0,36023,0,583712768,0,523544,0,0,0,0,1
00-raw-129k-r0,use1-az2,59.837818208,1.100726764,0,36094,0,585764864,0,531027,0,0,0,0,2
00-raw-129k-r0,use1-az4,0.34948789,1.100720385,58,11273,1092608,186023936,1066,153069,0,0,0,0,1
00-raw-129k-r0,use1-az4,1.450057912,1.100703592,0,35508,0,583299072,0,478454,0,0,0,0,1
00-raw-129k-r0,use1-az4,2.550944276,1.100704792,0,35681,0,585621504,0,475586,0,0,0,0,2
00-raw-129k-r0,use1-az4,3.651487896,1.100685503,0,35670,0,584781824,0,477149,0,0,0,0,1
00-raw-129k-r0,use1-az4,4.752239444,1.100688104,0,35643,0,585064448,0,475100,0,0,0,0,1
00-raw-129k-r0,use1-az4,5.852885989,1.100697262,0,35633,0,584986624,0,474874,0,0,0,0,2
00-raw-129k-r0,use1-az4,6.953696589,1.100679253,0,35573,0,583639040,0,474058,0,0,0,0,3
00-raw-129k-r0,use1-az4,8.054105974,1.100680951,0,35799,0,587235328,0,486351,0,0,0,0,1
00-raw-129k-r0,use1-az4,9.154732218,1.100668368,0,35678,0,585662464,0,475838,0,0,0,0,1
00-raw-129k-r0,use1-az4,10.255400345,1.100677546,0,35636,0,584200192,0,474767,0,0,0,0,1
00-raw-129k-r0,use1-az4,11.356327244,1.100673752,0,35548,0,583573504,0,474561,0,0,0,0,3
00-raw-129k-r0,use1-az4,12.456929931,1.100699419,0,35542,0,582811648,0,474388,0,0,0,0,2
00-raw-129k-r0,use1-az4,13.557508289,1.100673815,0,35614,0,583610368,0,475905,0,0,0,0,1
00-raw-129k-r0,use1-az4,14.658198352,1.100673884,0,35602,0,584331264,0,475827,0,0,0,0,1
00-raw-129k-r0,use1-az4,15.759035931,1.100677353,0,35553,0,583086080,0,474862,0,0,0,0,2
00-raw-129k-r0,use1-az4,16.859518958,1.100667986,0,35503,0,581955584,0,471221,0,0,0,0,1
00-raw-129k-r0,use1-az4,17.960355352,1.100686286,0,35721,0,585584640,0,476887,0,0,0,0,2
00-raw-129k-r0,use1-az4,19.06091263,1.100682919,0,35663,0,585232384,0,475451,0,0,0,0,1
00-raw-129k-r0,use1-az4,20.161474312,1.100667483,0,35765,0,586424320,0,476131,0,0,0,0,1
00-raw-129k-r0,use1-az4,21.26227605,1.100676945,0,35736,0,585621504,0,476612,0,0,0,0,2
00-raw-129k-r0,use1-az4,22.36281972,1.100670373,0,35571,0,582488064,0,475447,0,0,0,0,1
00-raw-129k-r0,use1-az4,23.463581734,1.100671766,0,35589,0,583438336,0,476397,0,0,0,0,2
00-raw-129k-r0,use1-az4,24.564097857,1.100670548,0,35485,0,581906432,0,474665,0,0,0,0,1
00-raw-129k-r0,use1-az4,25.664814485,1.100666268,0,35652,0,584822784,0,477466,0,0,0,0,2
00-raw-129k-r0,use1-az4,26.765653511,1.100670149,0,35569,0,583127040,0,475433,0,0,0,0,1
00-raw-129k-r0,use1-az4,27.866229522,1.100670288,0,35749,0,586608640,0,477731,0,0,0,0,1
00-raw-129k-r0,use1-az4,28.966821888,1.100666047,0,35624,0,584192000,0,477875,0,0,0,0,2
00-raw-129k-r0,use1-az4,30.067581069,1.100663203,0,35727,0,586371072,0,479664,0,0,0,0,1
00-raw-129k-r0,use1-az4,31.168207382,1.100671771,0,35544,0,584286208,0,476799,0,0,0,0,3
00-raw-129k-r0,use1-az4,32.26886157,1.100671048,0,35472,0,582381568,0,474400,0,0,0,0,1
00-raw-129k-r0,use1-az4,33.369583829,1.100671657,0,35537,0,583065600,0,474870,0,0,0,0,1
00-raw-129k-r0,use1-az4,34.470291929,1.100672139,0,35726,0,587341824,0,478522,0,0,0,0,2
00-raw-129k-r0,use1-az4,35.570901309,1.10068139,0,35487,0,583155712,0,473564,0,0,0,0,1
00-raw-129k-r0,use1-az4,36.671555995,1.100676533,0,35620,0,584499200,0,475112,0,0,0,0,1
00-raw-129k-r0,use1-az4,37.772218084,1.100672595,0,35526,0,582942720,0,474929,0,0,0,0,1
00-raw-129k-r0,use1-az4,38.872991798,1.1006842,0,35724,0,586534912,0,476577,0,0,0,0,2
00-raw-129k-r0,use1-az4,39.973720551,1.100684925,0,35685,0,586432512,0,477173,0,0,0,0,1
00-raw-129k-r0,use1-az4,41.074316003,1.100673988,0,35633,0,584081408,0,475397,0,0,0,0,1
00-raw-129k-r0,use1-az4,42.17506663,1.100678085,0,35502,0,582651904,0,473187,0,0,0,0,2
00-raw-129k-r0,use1-az4,43.275694246,1.100675337,0,35565,0,583614464,0,473373,0,0,0,0,3
00-raw-129k-r0,use1-az4,44.376408419,1.100679938,0,35613,0,584491008,0,475581,0,0,0,0,2
00-raw-129k-r0,use1-az4,45.476973223,1.100657812,0,35532,0,582561792,0,476246,0,0,0,0,2
00-raw-129k-r0,use1-az4,46.577723996,1.100656698,0,35437,0,582103040,0,473299,0,0,0,0,1
00-raw-129k-r0,use1-az4,47.678242191,1.100654191,0,35559,0,582799360,0,473459,0,0,0,0,2
00-raw-129k-r0,use1-az4,48.778989407,1.100661006,0,35547,0,583294976,0,473070,0,0,0,0,2
00-raw-129k-r0,use1-az4,49.879582804,1.100656684,0,35699,0,585895936,0,476864,0,0,0,0,1
00-raw-129k-r0,use1-az4,50.980237946,1.100657317,0,35455,0,581214208,0,472435,0,0,0,0,2
00-raw-129k-r0,use1-az4,52.080878286,1.100654453,0,35627,0,585392128,0,474980,0,0,0,0,1
00-raw-129k-r0,use1-az4,53.181584088,1.100657009,0,35634,0,584187904,0,475264,0,0,0,0,3
00-raw-129k-r0,use1-az4,54.282393905,1.100658479,0,35615,0,584359936,0,475845,0,0,0,0,1
00-raw-129k-r0,use1-az4,55.383127126,1.100689302,0,35548,0,583503872,0,472248,0,0,0,0,2
00-raw-129k-r0,use1-az4,56.483666516,1.100665047,0,35563,0,583716864,0,473607,0,0,0,0,1
00-raw-129k-r0,use1-az4,57.58425601,1.100670859,0,35581,0,583634944,0,474497,0,0,0,0,1
00-raw-129k-r0,use1-az4,58.68489404,1.100656318,0,35562,0,583892992,0,473475,0,0,0,0,2
00-raw-129k-r0,use1-az4,59.785866452,1.100667907,0,35558,0,584265728,0,476786,0,0,0,0,2
01-raw-321k-r0,use1-az1,0.169513706,1.100673584,0,1433,0,187592704,0,59236,0,0,0,0,1
01-raw-321k-r0,use1-az1,1.270300953,1.100659261,0,15949,0,1482080256,0,507046,0,0,0,0,1
01-raw-321k-r0,use1-az1,2.370867724,1.100661719,0,15966,0,1449152512,0,507998,0,0,0,0,2
01-raw-321k-r0,use1-az1,3.471551617,1.100662608,0,15987,0,1451716608,0,502467,0,0,0,0,2
01-raw-321k-r0,use1-az1,4.57216002,1.100663402,0,16185,0,1444700160,0,504985,0,0,0,0,1
01-raw-321k-r0,use1-az1,5.672643546,1.100659659,0,15901,0,1446633472,0,505340,0,0,0,0,1
01-raw-321k-r0,use1-az1,6.7734816,1.100660749,0,16019,0,1441775616,0,504436,0,0,0,0,1
01-raw-321k-r0,use1-az1,7.874344763,1.100663673,0,15928,0,1449906176,0,502407,0,0,0,0,1
01-raw-321k-r0,use1-az1,8.974996179,1.100660323,0,16462,0,1448099840,0,504039,0,0,0,0,1
01-raw-321k-r0,use1-az1,10.075695318,1.100658315,0,16126,0,1443106816,0,502528,0,0,0,0,1
01-raw-321k-r0,use1-az1,11.176381575,1.100662024,0,15295,0,1447374848,0,500335,0,0,0,0,1
01-raw-321k-r0,use1-az1,12.276919052,1.100662375,0,15944,0,1451458560,0,502207,0,0,0,0,2
01-raw-321k-r0,use1-az1,13.377605262,1.100666186,0,15742,0,1442414592,0,501330,0,0,0,0,1
01-raw-321k-r0,use1-az1,14.47808115,1.100663123,0,16058,0,1449611264,0,505177,0,0,0,0,2
01-raw-321k-r0,use1-az1,15.578790042,1.100678633,0,15759,0,1445826560,0,502799,0,0,0,0,2
01-raw-321k-r0,use1-az1,16.679582172,1.100661311,0,16190,0,1448902656,0,504939,0,0,0,0,1
01-raw-321k-r0,use1-az1,17.780214705,1.10066153,0,15612,0,1445634048,0,504414,0,0,0,0,3
01-raw-321k-r0,use1-az1,18.880769274,1.100661066,0,16285,0,1442942976,0,506988,0,0,0,0,1
01-raw-321k-r0,use1-az1,19.981523764,1.10066161,0,15496,0,1446322176,0,502458,0,0,0,0,2
01-raw-321k-r0,use1-az1,21.082261568,1.100662748,0,15705,0,1445756928,0,507367,0,0,0,0,2
01-raw-321k-r0,use1-az1,22.183040767,1.100662569,0,15920,0,1446215680,0,503006,0,0,0,0,1
01-raw-321k-r0,use1-az1,23.283471362,1.100661091,0,16505,0,1444929536,0,506598,0,0,0,0,1
01-raw-321k-r0,use1-az1,24.384176162,1.100663194,0,16086,0,1446359040,0,502206,0,0,0,0,2
01-raw-321k-r0,use1-az1,25.484948387,1.100665257,0,16207,0,1446604800,0,494354,0,0,0,0,3
01-raw-321k-r0,use1-az1,26.58553474,1.100658734,0,14993,0,1447993344,0,484907,0,0,0,0,2
01-raw-321k-r0,use1-az1,27.686231897,1.100665426,0,15677,0,1446141952,0,491911,0,0,0,0,2
01-raw-321k-r0,use1-az1,28.786808175,1.100662045,0,15590,0,1448570880,0,492513,0,0,0,0,1
01-raw-321k-r0,use1-az1,29.887602972,1.10066206,0,15741,0,1446809600,0,490877,0,0,0,0,1
01-raw-321k-r0,use1-az2,0.220436046,1.100719072,0,1943,0,254439424,0,79913,0,0,0,0,1
01-raw-321k-r0,use1-az2,1.321121695,1.100710853,0,16206,0,1482493952,0,506566,0,0,0,0,2
01-raw-321k-r0,use1-az2,2.421970451,1.100715434,0,15948,0,1449869312,0,500493,0,0,0,0,1
01-raw-321k-r0,use1-az2,3.522688184,1.100706527,0,16009,0,1450741760,0,496244,0,0,0,0,1
01-raw-321k-r0,use1-az2,4.62327038,1.10072277,0,16137,0,1445715968,0,498617,0,0,0,0,1
01-raw-321k-r0,use1-az2,5.723968026,1.100702806,0,15923,0,1445187584,0,498124,0,0,0,0,1
01-raw-321k-r0,use1-az2,6.824748562,1.100720664,0,15896,0,1439387648,0,497031,0,0,0,0,2
01-raw-321k-r0,use1-az2,7.925481908,1.100717312,0,15942,0,1450999808,0,497148,0,0,0,0,1
01-raw-321k-r0,use1-az2,9.026158402,1.100712318,0,16588,0,1450848256,0,502337,0,0,0,0,1
01-raw-321k-r0,use1-az2,10.126986313,1.100724583,0,16130,0,1443545088,0,496723,0,0,0,0,1
01-raw-321k-r0,use1-az2,11.22754646,1.100696226,0,15240,0,1448300544,0,490344,0,0,0,0,1
01-raw-321k-r0,use1-az2,12.328246511,1.100705083,0,16060,0,1449844736,0,494145,0,0,0,0,3
01-raw-321k-r0,use1-az2,13.429059303,1.100701454,0,15778,0,1443401728,0,493827,0,0,0,0,1
01-raw-321k-r0,use1-az2,14.529848101,1.100713883,0,15980,0,1449345024,0,497738,0,0,0,0,1
01-raw-321k-r0,use1-az2,15.630350291,1.100717131,0,15768,0,1446395904,0,495159,0,0,0,0,1
01-raw-321k-r0,use1-az2,16.731343881,1.10071837,0,16204,0,1450082304,0,500358,0,0,0,0,1
01-raw-321k-r0,use1-az2,17.831798054,1.100705629,0,15543,0,1443008512,0,495316,0,0,0,0,3
01-raw-321k-r0,use1-az2,18.932596993,1.100718024,0,16268,0,1442664448,0,497995,0,0,0,0,1
01-raw-321k-r0,use1-az2,20.033264993,1.10073013,0,15538,0,1447657472,0,494539,0,0,0,0,2
01-raw-321k-r0,use1-az2,21.133977544,1.100710496,0,15533,0,1444749312,0,498545,0,0,0,0,1
01-raw-321k-r0,use1-az2,22.234668455,1.100715311,0,16128,0,1447043072,0,501610,0,0,0,0,1
01-raw-321k-r0,use1-az2,23.335342817,1.100699988,0,16520,0,1444282368,0,498847,0,0,0,0,2
01-raw-321k-r0,use1-az2,24.436263304,1.100702621,0,16105,0,1446563840,0,497734,0,0,0,0,3
01-raw-321k-r0,use1-az2,25.536955153,1.100729032,0,16232,0,1448288256,0,487891,0,0,0,0,2
01-raw-321k-r0,use1-az2,26.637630436,1.100705313,0,14797,0,1447686144,0,476826,0,0,0,0,3
01-raw-321k-r0,use1-az2,27.738317014,1.100722246,0,15790,0,1445781504,0,488415,0,0,0,0,1
01-raw-321k-r0,use1-az2,28.839088469,1.10070832,0,15570,0,1448275968,0,490384,0,0,0,0,1
01-raw-321k-r0,use1-az2,29.939618585,1.10071379,0,15747,0,1448001536,0,487057,0,0,0,0,1
01-raw-321k-r0,use1-az4,0.220941523,1.10068314,46,1975,1080320,258633728,996,87504,0,0,0,0,1
01-raw-321k-r0,use1-az4,1.321459369,1.100674794,0,16186,0,1479249920,0,508830,0,0,0,0,2
01-raw-321k-r0,use1-az4,2.422252754,1.100679126,0,15942,0,1449623552,0,504553,0,0,0,0,1
01-raw-321k-r0,use1-az4,3.522728558,1.100675308,0,16010,0,1450524672,0,497259,0,0,0,0,2
01-raw-321k-r0,use1-az4,4.62349025,1.10066986,0,16140,0,1446400000,0,501010,0,0,0,0,1
01-raw-321k-r0,use1-az4,5.724263855,1.100671774,0,15930,0,1445437440,0,496557,0,0,0,0,1
01-raw-321k-r0,use1-az4,6.824818025,1.100671817,0,15905,0,1441374208,0,499281,0,0,0,0,1
01-raw-321k-r0,use1-az4,7.925680442,1.100699348,0,15939,0,1450098688,0,499332,0,0,0,0,2
01-raw-321k-r0,use1-az4,9.026257847,1.100686127,0,16573,0,1448955904,0,500641,0,0,0,0,1
01-raw-321k-r0,use1-az4,10.126969775,1.100674866,0,16127,0,1443442688,0,499536,0,0,0,0,2
01-raw-321k-r0,use1-az4,11.227680522,1.100679981,0,15243,0,1448415232,0,495306,0,0,0,0,1
01-raw-321k-r0,use1-az4,12.328198556,1.100673306,0,16059,0,1449791488,0,495466,0,0,0,0,1
01-raw-321k-r0,use1-az4,13.429133801,1.100696777,0,15778,0,1443434496,0,496316,0,0,0,0,2
01-raw-321k-r0,use1-az4,14.529598904,1.100690497,0,15972,0,1448669184,0,501913,0,0,0,0,2
01-raw-321k-r0,use1-az4,15.630311319,1.100670885,0,15773,0,1446785024,0,500237,0,0,0,0,1
01-raw-321k-r0,use1-az4,16.73093131,1.100671741,0,16197,0,1449467904,0,503056,0,0,0,0,2
01-raw-321k-r0,use1-az4,17.831686883,1.100695123,0,15557,0,1444122624,0,501317,0,0,0,0,2
01-raw-321k-r0,use1-az4,18.932253126,1.100677773,0,16261,0,1442369536,0,499758,0,0,0,0,3
01-raw-321k-r0,use1-az4,20.033166219,1.100673869,0,15545,0,1447837696,0,501606,0,0,0,0,1
01-raw-321k-r0,use1-az4,21.133753882,1.100681741,0,15536,0,1445298176,0,502402,0,0,0,0,1
01-raw-321k-r0,use1-az4,22.234360629,1.100671352,0,16116,0,1445900288,0,502758,0,0,0,0,1
01-raw-321k-r0,use1-az4,23.335034117,1.100675585,0,16524,0,1444577280,0,497793,0,0,0,0,1
01-raw-321k-r0,use1-az4,24.435758852,1.100679604,0,16097,0,1445974016,0,497906,0,0,0,0,3
01-raw-321k-r0,use1-az4,25.53660374,1.100696879,0,16233,0,1448423424,0,489500,0,0,0,0,2
01-raw-321k-r0,use1-az4,26.637259056,1.100692171,0,14800,0,1447915520,0,485620,0,0,0,0,1
01-raw-321k-r0,use1-az4,27.737985365,1.100692743,0,15790,0,1445761024,0,490765,0,0,0,0,1
01-raw-321k-r0,use1-az4,28.838542717,1.100690339,0,15570,0,1448255488,0,492620,0,0,0,0,1
01-raw-321k-r0,use1-az4,29.939140746,1.100682335,0,15748,0,1448161280,0,488828,0,0,0,0,1
