protocol,node,destination,repeat,mtu,bytes,started,ended,file,expected_fit,requested,returncode,verified_local_rejection
icmp,3,0,1,1500,1473,1789399779.8081536,1789399779.8426487,r1-mtu1500-m2-icmp1473.txt.gz,False,3,1,True
icmp,3,0,1,1500,8973,1789399779.8451183,1789399779.8796098,r1-mtu1500-m2-icmp8973.txt.gz,False,3,1,True
icmp,3,0,1,1500,8974,1789399779.8823798,1789399779.916584,r1-mtu1500-m2-icmp8974.txt.gz,False,3,1,True
icmp,3,4,1,1500,1473,1789399793.6846507,1789399793.719632,r1-mtu1500-m4-icmp1473.txt.gz,False,3,1,True
icmp,3,4,1,1500,8973,1789399793.7219005,1789399793.7565913,r1-mtu1500-m4-icmp8973.txt.gz,False,3,1,True
icmp,3,4,1,1500,8974,1789399793.7594283,1789399793.7935839,r1-mtu1500-m4-icmp8974.txt.gz,False,3,1,True
icmp,3,5,1,1500,1473,1789399814.7393975,1789399814.7746289,r1-mtu1500-m1-icmp1473.txt.gz,False,3,1,True
icmp,3,5,1,1500,8973,1789399814.7773402,1789399814.8115904,r1-mtu1500-m1-icmp8973.txt.gz,False,3,1,True
icmp,3,5,1,1500,8974,1789399814.8141525,1789399814.8486106,r1-mtu1500-m1-icmp8974.txt.gz,False,3,1,True
icmp,3,2,1,1500,1473,1789399834.005842,1789399834.0406308,r1-mtu1500-m0-icmp1473.txt.gz,False,3,1,True
icmp,3,2,1,1500,8973,1789399834.0432754,1789399834.077602,r1-mtu1500-m0-icmp8973.txt.gz,False,3,1,True
icmp,3,2,1,1500,8974,1789399834.080228,1789399834.1145968,r1-mtu1500-m0-icmp8974.txt.gz,False,3,1,True
icmp,3,1,1,1500,1473,1789399853.3891506,1789399853.423628,r1-mtu1500-m3-icmp1473.txt.gz,False,3,1,True
icmp,3,1,1,1500,8973,1789399853.426521,1789399853.4605913,r1-mtu1500-m3-icmp8973.txt.gz,False,3,1,True
icmp,3,1,1,1500,8974,1789399853.4637716,1789399853.498597,r1-mtu1500-m3-icmp8974.txt.gz,False,3,1,True
icmp,3,2,2,1500,1473,1789399872.866732,1789399872.901629,r2-mtu1500-m0-icmp1473.txt.gz,False,3,1,True
icmp,3,2,2,1500,8973,1789399872.904208,1789399872.9385943,r2-mtu1500-m0-icmp8973.txt.gz,False,3,1,True
icmp,3,2,2,1500,8974,1789399872.9413173,1789399872.9755766,r2-mtu1500-m0-icmp8974.txt.gz,False,3,1,True
icmp,3,0,2,1500,1473,1789399896.7395442,1789399896.774625,r2-mtu1500-m2-icmp1473.txt.gz,False,3,1,True
icmp,3,0,2,1500,8973,1789399896.776864,1789399896.8115869,r2-mtu1500-m2-icmp8973.txt.gz,False,3,1,True
icmp,3,0,2,1500,8974,1789399896.8136783,1789399896.84859,r2-mtu1500-m2-icmp8974.txt.gz,False,3,1,True
icmp,3,4,2,1500,1473,1789399910.6906548,1789399910.7256415,r2-mtu1500-m4-icmp1473.txt.gz,False,3,1,True
icmp,3,4,2,1500,8973,1789399910.7277474,1789399910.7625868,r2-mtu1500-m4-icmp8973.txt.gz,False,3,1,True
icmp,3,4,2,1500,8974,1789399910.765348,1789399910.7995806,r2-mtu1500-m4-icmp8974.txt.gz,False,3,1,True
icmp,3,5,2,1500,1473,1789399931.824946,1789399931.8596797,r2-mtu1500-m1-icmp1473.txt.gz,False,3,1,True
icmp,3,5,2,1500,8973,1789399931.8619049,1789399931.8966193,r2-mtu1500-m1-icmp8973.txt.gz,False,3,1,True
icmp,3,5,2,1500,8974,1789399931.8990493,1789399931.9335883,r2-mtu1500-m1-icmp8974.txt.gz,False,3,1,True
icmp,3,1,2,1500,1473,1789399951.1380062,1789399951.1726205,r2-mtu1500-m3-icmp1473.txt.gz,False,3,1,True
icmp,3,1,2,1500,8973,1789399951.175383,1789399951.2095883,r2-mtu1500-m3-icmp8973.txt.gz,False,3,1,True
icmp,3,1,2,1500,8974,1789399951.212977,1789399951.2475953,r2-mtu1500-m3-icmp8974.txt.gz,False,3,1,True
icmp,3,2,2,9001,8974,1789399974.824371,1789399974.8596272,r2-mtu9001-m0-icmp8974.txt.gz,False,3,1,True
icmp,3,0,2,9001,8974,1789400002.323311,1789400002.3576312,r2-mtu9001-m2-icmp8974.txt.gz,False,3,1,True
icmp,3,4,2,9001,8974,1789400019.725926,1789400019.760641,r2-mtu9001-m4-icmp8974.txt.gz,False,3,1,True
icmp,3,5,2,9001,8974,1789400044.173302,1789400044.2076137,r2-mtu9001-m1-icmp8974.txt.gz,False,3,1,True
icmp,3,1,2,9001,8974,1789400067.279308,1789400067.3146315,r2-mtu9001-m3-icmp8974.txt.gz,False,3,1,True
icmp,4,0,0,1500,1473,1789399448.2806835,1789399448.315975,r0-mtu1500-m1-icmp1473.txt.gz,False,3,1,True
icmp,4,0,0,1500,8973,1789399448.3178878,1789399448.3529713,r0-mtu1500-m1-icmp8973.txt.gz,False,3,1,True
icmp,4,0,0,1500,8974,1789399448.3549738,1789399448.3899255,r0-mtu1500-m1-icmp8974.txt.gz,False,3,1,True
icmp,4,1,0,1500,1473,1789399467.7155488,1789399467.7509212,r0-mtu1500-m0-icmp1473.txt.gz,False,3,1,True
icmp,4,1,0,1500,8973,1789399467.7527087,1789399467.7879546,r0-mtu1500-m0-icmp8973.txt.gz,False,3,1,True
icmp,4,1,0,1500,8974,1789399467.7896996,1789399467.8249469,r0-mtu1500-m0-icmp8974.txt.gz,False,3,1,True
icmp,4,5,0,1500,1473,1789399487.0812213,1789399487.115922,r0-mtu1500-m3-icmp1473.txt.gz,False,3,1,True
icmp,4,5,0,1500,8973,1789399487.118127,1789399487.1529312,r0-mtu1500-m3-icmp8973.txt.gz,False,3,1,True
icmp,4,5,0,1500,8974,1789399487.155008,1789399487.1909714,r0-mtu1500-m3-icmp8974.txt.gz,False,3,1,True
icmp,4,2,0,1500,1473,1789399509.6687279,1789399509.703963,r0-mtu1500-m2-icmp1473.txt.gz,False,3,1,True
icmp,4,2,0,1500,8973,1789399509.7061841,1789399509.7409694,r0-mtu1500-m2-icmp8973.txt.gz,False,3,1,True
icmp,4,2,0,1500,8974,1789399509.743583,1789399509.7789364,r0-mtu1500-m2-icmp8974.txt.gz,False,3,1,True
icmp,4,3,0,1500,1473,1789399523.735792,1789399523.7709658,r0-mtu1500-m4-icmp1473.txt.gz,False,3,1,True
icmp,4,3,0,1500,8973,1789399523.7730954,1789399523.8079147,r0-mtu1500-m4-icmp8973.txt.gz,False,3,1,True
icmp,4,3,0,1500,8974,1789399523.810102,1789399523.8448927,r0-mtu1500-m4-icmp8974.txt.gz,False,3,1,True
icmp,4,0,0,9001,8974,1789399549.125643,1789399549.1609516,r0-mtu9001-m1-icmp8974.txt.gz,False,3,1,True
icmp,4,1,0,9001,8974,1789399571.5502105,1789399571.5849178,r0-mtu9001-m0-icmp8974.txt.gz,False,3,1,True
icmp,4,5,0,9001,8974,1789399594.473033,1789399594.507926,r0-mtu9001-m3-icmp8974.txt.gz,False,3,1,True
icmp,4,2,0,9001,8974,1789399622.2919548,1789399622.3269417,r0-mtu9001-m2-icmp8974.txt.gz,False,3,1,True
icmp,4,3,0,9001,8974,1789399639.7310145,1789399639.765966,r0-mtu9001-m4-icmp8974.txt.gz,False,3,1,True
icmp,4,2,1,9001,8974,1789399667.644109,1789399667.6789258,r1-mtu9001-m2-icmp8974.txt.gz,False,3,1,True
icmp,4,3,1,9001,8974,1789399685.1017177,1789399685.1369402,r1-mtu9001-m4-icmp8974.txt.gz,False,3,1,True
icmp,4,0,1,9001,8974,1789399709.8984358,1789399709.9339235,r1-mtu9001-m1-icmp8974.txt.gz,False,3,1,True
icmp,4,1,1,9001,8974,1789399732.440285,1789399732.474933,r1-mtu9001-m0-icmp8974.txt.gz,False,3,1,True
icmp,4,5,1,9001,8974,1789399755.371456,1789399755.4069974,r1-mtu9001-m3-icmp8974.txt.gz,False,3,1,True
icmp,4,2,1,1500,1473,1789399779.8080215,1789399779.842951,r1-mtu1500-m2-icmp1473.txt.gz,False,3,1,True
icmp,4,2,1,1500,8973,1789399779.8453827,1789399779.8809593,r1-mtu1500-m2-icmp8973.txt.gz,False,3,1,True
icmp,4,2,1,1500,8974,1789399779.882155,1789399779.9169567,r1-mtu1500-m2-icmp8974.txt.gz,False,3,1,True
icmp,4,3,1,1500,1473,1789399793.684688,1789399793.7199128,r1-mtu1500-m4-icmp1473.txt.gz,False,3,1,True
icmp,4,3,1,1500,8973,1789399793.7219107,1789399793.7569458,r1-mtu1500-m4-icmp8973.txt.gz,False,3,1,True
icmp,4,3,1,1500,8974,1789399793.7594314,1789399793.793917,r1-mtu1500-m4-icmp8974.txt.gz,False,3,1,True
icmp,4,0,1,1500,1473,1789399814.739453,1789399814.7749567,r1-mtu1500-m1-icmp1473.txt.gz,False,3,1,True
icmp,4,0,1,1500,8973,1789399814.776769,1789399814.8119686,r1-mtu1500-m1-icmp8973.txt.gz,False,3,1,True
icmp,4,0,1,1500,8974,1789399814.8142364,1789399814.8489594,r1-mtu1500-m1-icmp8974.txt.gz,False,3,1,True
icmp,4,1,1,1500,1473,1789399834.0057476,1789399834.0409307,r1-mtu1500-m0-icmp1473.txt.gz,False,3,1,True
icmp,4,1,1,1500,8973,1789399834.043148,1789399834.077929,r1-mtu1500-m0-icmp8973.txt.gz,False,3,1,True
icmp,4,1,1,1500,8974,1789399834.0803204,1789399834.1149428,r1-mtu1500-m0-icmp8974.txt.gz,False,3,1,True
icmp,4,5,1,1500,1473,1789399853.3889153,1789399853.423946,r1-mtu1500-m3-icmp1473.txt.gz,False,3,1,True
icmp,4,5,1,1500,8973,1789399853.4265726,1789399853.4619377,r1-mtu1500-m3-icmp8973.txt.gz,False,3,1,True
icmp,4,5,1,1500,8974,1789399853.4638484,1789399853.4989107,r1-mtu1500-m3-icmp8974.txt.gz,False,3,1,True
icmp,4,1,2,1500,1473,1789399872.8665864,1789399872.901933,r2-mtu1500-m0-icmp1473.txt.gz,False,3,1,True
icmp,4,1,2,1500,8973,1789399872.9046211,1789399872.9399567,r2-mtu1500-m0-icmp8973.txt.gz,False,3,1,True
icmp,4,1,2,1500,8974,1789399872.9410706,1789399872.9759269,r2-mtu1500-m0-icmp8974.txt.gz,False,3,1,True
icmp,4,2,2,1500,1473,1789399896.7394443,1789399896.77497,r2-mtu1500-m2-icmp1473.txt.gz,False,3,1,True
icmp,4,2,2,1500,8973,1789399896.7762895,1789399896.811933,r2-mtu1500-m2-icmp8973.txt.gz,False,3,1,True
icmp,4,2,2,1500,8974,1789399896.813604,1789399896.8489442,r2-mtu1500-m2-icmp8974.txt.gz,False,3,1,True
icmp,4,3,2,1500,1473,1789399910.690535,1789399910.7259471,r2-mtu1500-m4-icmp1473.txt.gz,False,3,1,True
icmp,4,3,2,1500,8973,1789399910.7277656,1789399910.7629526,r2-mtu1500-m4-icmp8973.txt.gz,False,3,1,True
icmp,4,3,2,1500,8974,1789399910.7653008,1789399910.7999952,r2-mtu1500-m4-icmp8974.txt.gz,False,3,1,True
icmp,4,0,2,1500,1473,1789399931.8249328,1789399931.8599265,r2-mtu1500-m1-icmp1473.txt.gz,False,3,1,True
icmp,4,0,2,1500,8973,1789399931.8618593,1789399931.8969388,r2-mtu1500-m1-icmp8973.txt.gz,False,3,1,True
icmp,4,0,2,1500,8974,1789399931.8990817,1789399931.9339123,r2-mtu1500-m1-icmp8974.txt.gz,False,3,1,True
icmp,4,5,2,1500,1473,1789399951.1380908,1789399951.1729486,r2-mtu1500-m3-icmp1473.txt.gz,False,3,1,True
icmp,4,5,2,1500,8973,1789399951.1749887,1789399951.2099435,r2-mtu1500-m3-icmp8973.txt.gz,False,3,1,True
icmp,4,5,2,1500,8974,1789399951.2127936,1789399951.2479405,r2-mtu1500-m3-icmp8974.txt.gz,False,3,1,True
icmp,4,1,2,9001,8974,1789399974.8246558,1789399974.8599389,r2-mtu9001-m0-icmp8974.txt.gz,False,3,1,True
icmp,4,2,2,9001,8974,1789400002.3230405,1789400002.3579433,r2-mtu9001-m2-icmp8974.txt.gz,False,3,1,True
icmp,4,3,2,9001,8974,1789400019.7262862,1789400019.7609324,r2-mtu9001-m4-icmp8974.txt.gz,False,3,1,True
icmp,4,0,2,9001,8974,1789400044.1729684,1789400044.2079847,r2-mtu9001-m1-icmp8974.txt.gz,False,3,1,True
icmp,4,5,2,9001,8974,1789400067.2792075,1789400067.3139238,r2-mtu9001-m3-icmp8974.txt.gz,False,3,1,True
icmp,5,3,0,1500,1473,1789399448.2806792,1789399448.3158755,r0-mtu1500-m1-icmp1473.txt.gz,False,3,1,True
icmp,5,3,0,1500,8973,1789399448.3177447,1789399448.352842,r0-mtu1500-m1-icmp8973.txt.gz,False,3,1,True
icmp,5,3,0,1500,8974,1789399448.3551702,1789399448.3898528,r0-mtu1500-m1-icmp8974.txt.gz,False,3,1,True
icmp,5,0,0,1500,1473,1789399467.715498,1789399467.750853,r0-mtu1500-m0-icmp1473.txt.gz,False,3,1,True
icmp,5,0,0,1500,8973,1789399467.752777,1789399467.7878942,r0-mtu1500-m0-icmp8973.txt.gz,False,3,1,True
icmp,5,0,0,1500,8974,1789399467.7901223,1789399467.824904,r0-mtu1500-m0-icmp8974.txt.gz,False,3,1,True
icmp,5,4,0,1500,1473,1789399487.0810106,1789399487.1158879,r0-mtu1500-m3-icmp1473.txt.gz,False,3,1,True
icmp,5,4,0,1500,8973,1789399487.1183686,1789399487.152871,r0-mtu1500-m3-icmp8973.txt.gz,False,3,1,True
icmp,5,4,0,1500,8974,1789399487.1555052,1789399487.1898887,r0-mtu1500-m3-icmp8974.txt.gz,False,3,1,True
icmp,5,1,0,1500,1473,1789399509.668707,1789399509.703845,r0-mtu1500-m2-icmp1473.txt.gz,False,3,1,True
icmp,5,1,0,1500,8973,1789399509.7067163,1789399509.741825,r0-mtu1500-m2-icmp8973.txt.gz,False,3,1,True
icmp,5,1,0,1500,8974,1789399509.7435582,1789399509.7788916,r0-mtu1500-m2-icmp8974.txt.gz,False,3,1,True
icmp,5,2,0,1500,1473,1789399523.7360225,1789399523.7709022,r0-mtu1500-m4-icmp1473.txt.gz,False,3,1,True
icmp,5,2,0,1500,8973,1789399523.773414,1789399523.807884,r0-mtu1500-m4-icmp8973.txt.gz,False,3,1,True
icmp,5,2,0,1500,8974,1789399523.8105009,1789399523.8448768,r0-mtu1500-m4-icmp8974.txt.gz,False,3,1,True
icmp,5,3,0,9001,8974,1789399549.12558,1789399549.1608438,r0-mtu9001-m1-icmp8974.txt.gz,False,3,1,True
icmp,5,0,0,9001,8974,1789399571.5505269,1789399571.5857766,r0-mtu9001-m0-icmp8974.txt.gz,False,3,1,True
icmp,5,4,0,9001,8974,1789399594.473377,1789399594.5078378,r0-mtu9001-m3-icmp8974.txt.gz,False,3,1,True
icmp,5,1,0,9001,8974,1789399622.2921093,1789399622.3268683,r0-mtu9001-m2-icmp8974.txt.gz,False,3,1,True
icmp,5,2,0,9001,8974,1789399639.7310622,1789399639.7658272,r0-mtu9001-m4-icmp8974.txt.gz,False,3,1,True
icmp,5,1,1,9001,8974,1789399667.6441863,1789399667.6787586,r1-mtu9001-m2-icmp8974.txt.gz,False,3,1,True
icmp,5,2,1,9001,8974,1789399685.1020103,1789399685.1368802,r1-mtu9001-m4-icmp8974.txt.gz,False,3,1,True
icmp,5,3,1,9001,8974,1789399709.898838,1789399709.9338803,r1-mtu9001-m1-icmp8974.txt.gz,False,3,1,True
icmp,5,0,1,9001,8974,1789399732.4403138,1789399732.4748776,r1-mtu9001-m0-icmp8974.txt.gz,False,3,1,True
icmp,5,4,1,9001,8974,1789399755.3716965,1789399755.4067671,r1-mtu9001-m3-icmp8974.txt.gz,False,3,1,True
icmp,5,1,1,1500,1473,1789399779.8082952,1789399779.8427815,r1-mtu1500-m2-icmp1473.txt.gz,False,3,1,True
icmp,5,1,1,1500,8973,1789399779.8454819,1789399779.8797414,r1-mtu1500-m2-icmp8973.txt.gz,False,3,1,True
icmp,5,1,1,1500,8974,1789399779.8825421,1789399779.9167218,r1-mtu1500-m2-icmp8974.txt.gz,False,3,1,True
icmp,5,2,1,1500,1473,1789399793.685049,1789399793.7198327,r1-mtu1500-m4-icmp1473.txt.gz,False,3,1,True
icmp,5,2,1,1500,8973,1789399793.7222319,1789399793.756825,r1-mtu1500-m4-icmp8973.txt.gz,False,3,1,True
icmp,5,2,1,1500,8974,1789399793.7597077,1789399793.7948096,r1-mtu1500-m4-icmp8974.txt.gz,False,3,1,True
icmp,5,3,1,1500,1473,1789399814.739936,1789399814.774796,r1-mtu1500-m1-icmp1473.txt.gz,False,3,1,True
icmp,5,3,1,1500,8973,1789399814.7771869,1789399814.811811,r1-mtu1500-m1-icmp8973.txt.gz,False,3,1,True
icmp,5,3,1,1500,8974,1789399814.8142514,1789399814.8488533,r1-mtu1500-m1-icmp8974.txt.gz,False,3,1,True
icmp,5,0,1,1500,1473,1789399834.0058334,1789399834.0408614,r1-mtu1500-m0-icmp1473.txt.gz,False,3,1,True
icmp,5,0,1,1500,8973,1789399834.0432963,1789399834.0777864,r1-mtu1500-m0-icmp8973.txt.gz,False,3,1,True
icmp,5,0,1,1500,8974,1789399834.0804021,1789399834.1147597,r1-mtu1500-m0-icmp8974.txt.gz,False,3,1,True
icmp,5,4,1,1500,1473,1789399853.3892658,1789399853.4238698,r1-mtu1500-m3-icmp1473.txt.gz,False,3,1,True
icmp,5,4,1,1500,8973,1789399853.426782,1789399853.461868,r1-mtu1500-m3-icmp8973.txt.gz,False,3,1,True
icmp,5,4,1,1500,8974,1789399853.463876,1789399853.4988658,r1-mtu1500-m3-icmp8974.txt.gz,False,3,1,True
icmp,5,0,2,1500,1473,1789399872.866755,1789399872.9018745,r2-mtu1500-m0-icmp1473.txt.gz,False,3,1,True
icmp,5,0,2,1500,8973,1789399872.9042358,1789399872.9388885,r2-mtu1500-m0-icmp8973.txt.gz,False,3,1,True
icmp,5,0,2,1500,8974,1789399872.941615,1789399872.9768953,r2-mtu1500-m0-icmp8974.txt.gz,False,3,1,True
icmp,5,1,2,1500,1473,1789399896.7394123,1789399896.7739093,r2-mtu1500-m2-icmp1473.txt.gz,False,3,1,True
icmp,5,1,2,1500,8973,1789399896.7770662,1789399896.8118818,r2-mtu1500-m2-icmp8973.txt.gz,False,3,1,True
icmp,5,1,2,1500,8974,1789399896.8140025,1789399896.848868,r2-mtu1500-m2-icmp8974.txt.gz,False,3,1,True
icmp,5,2,2,1500,1473,1789399910.6909332,1789399910.725878,r2-mtu1500-m4-icmp1473.txt.gz,False,3,1,True
icmp,5,2,2,1500,8973,1789399910.7277272,1789399910.762872,r2-mtu1500-m4-icmp8973.txt.gz,False,3,1,True
icmp,5,2,2,1500,8974,1789399910.7652652,1789399910.7999415,r2-mtu1500-m4-icmp8974.txt.gz,False,3,1,True
icmp,5,3,2,1500,1473,1789399931.8246021,1789399931.8598855,r2-mtu1500-m1-icmp1473.txt.gz,False,3,1,True
icmp,5,3,2,1500,8973,1789399931.8619533,1789399931.8968618,r2-mtu1500-m1-icmp8973.txt.gz,False,3,1,True
icmp,5,3,2,1500,8974,1789399931.8992589,1789399931.9339118,r2-mtu1500-m1-icmp8974.txt.gz,False,3,1,True
icmp,5,4,2,1500,1473,1789399951.1381161,1789399951.1728728,r2-mtu1500-m3-icmp1473.txt.gz,False,3,1,True
icmp,5,4,2,1500,8973,1789399951.175411,1789399951.2108831,r2-mtu1500-m3-icmp8973.txt.gz,False,3,1,True
icmp,5,4,2,1500,8974,1789399951.2128062,1789399951.247878,r2-mtu1500-m3-icmp8974.txt.gz,False,3,1,True
icmp,5,0,2,9001,8974,1789399974.824669,1789399974.8598833,r2-mtu9001-m0-icmp8974.txt.gz,False,3,1,True
icmp,5,1,2,9001,8974,1789400002.3235226,1789400002.3588746,r2-mtu9001-m2-icmp8974.txt.gz,False,3,1,True
icmp,5,2,2,9001,8974,1789400019.7262335,1789400019.7608514,r2-mtu9001-m4-icmp8974.txt.gz,False,3,1,True
icmp,5,3,2,9001,8974,1789400044.1731417,1789400044.2078857,r2-mtu9001-m1-icmp8974.txt.gz,False,3,1,True
icmp,5,4,2,9001,8974,1789400067.2796352,1789400067.3148568,r2-mtu9001-m3-icmp8974.txt.gz,False,3,1,True
